dimension,columns,description,n_samples,gri,diversity,sri,design_effect,effective_n,precision_retention,uncovered_population,max_gri,max_diversity,gri_pct_of_max,diversity_pct_of_max,survey,n_participants
Environment,['environment'],Global urban/rural representativeness,9144.0,0.7578549185717272,1.0,0.731500619202502,1.3666308837587229,6655.0522954563285,0.7317264755861824,0.0,0.999,1.0,75.8613532103831,100.0,WVS_Wave_1,9144
Age Group,['age_group'],Global age representativeness,9144.0,0.7742782152230973,0.8333333333333334,0.7742782152230971,1.0152200445849422,5773.132663467242,0.9850081323097155,0.1333184770949109,0.999,1.0,77.50532684915889,83.33333333333334,WVS_Wave_1,9144
Gender,['gender'],Global gender representativeness,9144.0,0.9806010156532036,1.0,0.980075224068582,1.001507804785955,9130.233390397074,0.9984944652665216,0.0,0.999,1.0,98.1582598251455,100.0,WVS_Wave_1,9144
Overall (Average),,,,0.42635308508699993,0.46430146364111374,0.43415271780010206,,,,,,,,,WVS_Wave_1,9144
Country × Gender × Age,"['country', 'gender', 'age_group']",Fine-grained demographic representativeness,24553.0,0.222185283044817,0.39880952380952384,0.3271295924195583,2.7890077659121864,3862.3054878719054,0.3585504537571394,0.5930083487224556,0.8728720823789424,0.9599740680713128,25.454506740468652,41.543780928455014,WVS_Wave_2,24553
Country × Religion,"['country', 'religion']",Religious representativeness by country,24553.0,0.33655868989825455,0.25210084033613445,0.3193938704029494,54.260855830981,320.8021645331519,0.01842949184426678,0.48770132138707756,0.9650464461761468,0.9894285714285715,34.874869622267234,25.479438093458572,WVS_Wave_2,24553
Country × Environment,"['country', 'environment']",Urban/rural representativeness by country,24553.0,0.3486677201496978,0.10344827586206896,0.32186076287279686,236.6948397073526,58.754977578702146,0.004224849182332792,0.6631242553376446,0.975817157862259,0.9921604938271604,35.730845408942265,10.426566720372781,WVS_Wave_2,24553
Country,['country'],Country-level representativeness,24553.0,0.2975756749402292,0.16666666666666666,0.27355145178106266,4.561440798500664,5280.787598496877,0.21922897702162394,0.47167546063678445,0.995,0.99,29.90710300906826,16.835016835016834,WVS_Wave_2,24553
Region × Gender × Age,"['region', 'gender', 'age_group']",Regional demographic representativeness,24553.0,0.4384896929605243,0.5138121546961326,0.49194523616330865,2.1005660893660316,10153.453446654928,0.4760621458484119,0.37605694114885024,0.98,0.99,44.74384622046166,51.900217646074,WVS_Wave_2,24553
Region × Religion,"['region', 'religion']",Regional religious representativeness,24553.0,0.49363112214541416,0.5370370370370371,0.48950545126663025,5.407949471001366,3806.803319889007,0.184912970315685,0.273905700357132,0.98,0.99,50.37052266789941,54.246165357276475,WVS_Wave_2,24553
Region × Environment,"['region', 'environment']",Regional urban/rural representativeness,24553.0,0.46238649617493666,0.3333333333333333,0.4855933687199526,152.48880265180142,106.68324307816198,0.006557858561480327,0.5163281343553618,0.98,0.99,47.182295528054766,33.67003367003367,WVS_Wave_2,24553
Region,['region'],Regional representativeness,24553.0,0.4931495101842589,0.45454545454545453,0.5674596675091024,2.044029159966371,12012.059554181678,0.4892298111913689,0.2697770377495694,0.98,0.99,50.3213785902305,45.91368227731864,WVS_Wave_2,24553
Continent,['continent'],Continental representativeness,24553.0,0.6465392012400962,0.8333333333333334,0.7596406616692086,1.645976290903267,14916.982787477446,0.6075421654167492,0.0058036576674343,0.995,1.0,64.97881419498455,83.33333333333334,WVS_Wave_2,24553
Religion,['religion'],Global religious representativeness,24553.0,0.7182127862393587,1.0,0.6423067152181049,2.4461035017434964,8731.846377218324,0.40881344525578545,0.0,0.999,1.0,71.8931717957316,100.0,WVS_Wave_2,24553
Environment,['environment'],Global urban/rural representativeness,24553.0,0.830562477850619,1.0,0.8042081784813937,1.5812878442565115,10287.817021479017,0.6323959319817444,0.0,0.999,1.0,83.13938717223414,100.0,WVS_Wave_2,24553
Age Group,['age_group'],Global age representativeness,24553.0,0.8401259133178214,0.8333333333333334,0.7962868410812567,1.021911392250808,22375.7168903231,0.9785584225628925,0.1333184770949109,0.999,1.0,84.09668801980193,83.33333333333334,WVS_Wave_2,24553
Gender,['gender'],Global gender representativeness,24553.0,0.9912564472816564,1.0,0.9907306556970349,1.0003059162607413,24545.49113513388,0.999694177295397,0.0,0.999,1.0,99.2248695977634,100.0,WVS_Wave_2,24553
Overall (Average),,,,0.5476416165713602,0.5712630733040783,0.5592009579447969,,,,,,,,,WVS_Wave_2,24553
Country × Gender × Age,"['country', 'gender', 'age_group']",Fine-grained demographic representativeness,77761.0,0.17160442923785113,0.625,0.21223255453290013,2.7378300929064947,5998.5460904059455,0.3652527607870636,0.5004786521787087,0.8728720823789424,0.9599740680713128,19.659745419988354,65.10592533563846,WVS_Wave_3,77761
Country × Religion,"['country', 'religion']",Religious representativeness by country,77761.0,0.2774811421189508,0.3949579831932773,0.3507331412276308,3.940266213511357,10557.40849624705,0.25378995880302535,0.5239675016908387,0.9650464461761468,0.9894285714285715,28.753138589176576,39.91778634641843,WVS_Wave_3,77761
Country × Environment,"['country', 'environment']",Urban/rural representativeness by country,77761.0,0.3821297414587903,0.2620689655172414,0.4353728086833013,4.663260543018097,7429.351133268976,0.21444223216247585,0.40855500589963895,0.975817157862259,0.9921604938271604,39.159973605703875,26.413969024944382,WVS_Wave_3,77761
Country,['country'],Country-level representativeness,77761.0,0.3015859471340733,0.3333333333333333,0.37945622927862444,5.309231903846869,10440.869979673584,0.18835116229815424,0.30928364361114025,0.995,0.99,30.31014544061038,33.67003367003367,WVS_Wave_3,77761
Region × Gender × Age,"['region', 'gender', 'age_group']",Regional demographic representativeness,77761.0,0.35976282460384934,0.6795580110497238,0.4563246003946916,3.498467990882564,18326.879127404947,0.285839402448764,0.2464224705440953,0.98,0.99,36.71049230651524,68.64222333835593,WVS_Wave_3,77761
Region × Religion,"['region', 'religion']",Regional religious representativeness,77761.0,0.41676247157302637,0.7777777777777778,0.48961993587602637,13.596352642843646,5245.377335629625,0.07354913676252312,0.13651835210989355,0.98,0.99,42.52678281357412,78.56341189674522,WVS_Wave_3,77761
Region × Environment,"['region', 'environment']",Regional urban/rural representativeness,77761.0,0.4704628569336493,0.5909090909090909,0.5568840862363276,4.350122895997673,12152.070473373647,0.2298785629527959,0.25332145280003465,0.98,0.99,48.00641397282136,59.68778696051423,WVS_Wave_3,77761
Region,['region'],Regional representativeness,77761.0,0.42320086506690135,0.6818181818181818,0.5529121660238309,3.3478504071988087,23227.142955011444,0.2986991288050751,0.10677866424395674,0.98,0.99,43.18376174152055,68.87052341597796,WVS_Wave_3,77761
Continent,['continent'],Continental representativeness,77761.0,0.5357863589776345,1.0,0.6753064835983931,2.064786393158046,37660.55426249988,0.48431159916281785,0.0,0.995,1.0,53.84787527413412,100.0,WVS_Wave_3,77761
Religion,['religion'],Global religious representativeness,77761.0,0.6671132818607541,1.0,0.5913061042413725,2.219067076225686,33284.70815115104,0.4506398254985857,0.0,0.999,1.0,66.77810629236778,100.0,WVS_Wave_3,77761
Environment,['environment'],Global urban/rural representativeness,77761.0,0.8399068942014635,1.0,0.8399068942014635,1.0846112909018166,48739.120128508206,0.9219892955093015,0.0,0.999,1.0,84.07476418433068,100.0,WVS_Wave_3,77761
Age Group,['age_group'],Global age representativeness,77761.0,0.8330474721835271,0.8333333333333334,0.8093946708383506,1.0142074192854693,68941.51893432296,0.9859916038718404,0.1333184770949109,0.999,1.0,83.38813535370642,83.33333333333334,WVS_Wave_3,77761
Gender,['gender'],Global gender representativeness,77761.0,0.9817809988201012,1.0,0.9812552072354797,1.0013297031861579,77657.73825800851,0.9986720625764652,0.0,0.999,1.0,98.27637625826839,100.0,WVS_Wave_3,77761
Overall (Average),,,,0.512355791090044,0.7060582059178431,0.5639003755667994,,,,,,,,,WVS_Wave_3,77761
Country × Gender × Age,"['country', 'gender', 'age_group']",Fine-grained demographic representativeness,60012.0,0.2028471508174403,0.6785714285714286,0.2955066452465427,3.811651474114773,5338.893164340565,0.2623534724491678,0.4844208934972048,0.8728720823789424,0.9599740680713128,23.23904669566207,70.68643322155033,WVS_Wave_4,60012
Country × Religion,"['country', 'religion']",Religious representativeness by country,60012.0,0.26985154087264895,0.42016806722689076,0.34211284238798567,97.99657318102398,385.74818254277454,0.01020443845676881,0.35790103647757837,0.9650464461761468,0.9894285714285715,27.96254438756763,42.46573015576429,WVS_Wave_4,60012
Country × Environment,"['country', 'environment']",Urban/rural representativeness by country,60012.0,0.38288870573692535,0.2482758620689655,0.4304014776015309,3.6984980851282505,8849.538176485237,0.2703800237239608,0.5703959592560992,0.975817157862259,0.9921604938271604,39.23775090978384,25.02376012889468,WVS_Wave_4,60012
Country,['country'],Country-level representativeness,60012.0,0.3291644947931823,0.3137254901960784,0.39713345868234484,6.102294780677912,8231.65740190933,0.1638727783466581,0.3028594193276516,0.995,0.99,33.08185877318415,31.689443454149334,WVS_Wave_4,60012
Region × Gender × Age,"['region', 'gender', 'age_group']",Regional demographic representativeness,60012.0,0.5112230253345451,0.7458563535911602,0.5812088600370213,2.21254110481477,23720.689249926403,0.45196900424759257,0.1923880128616295,0.98,0.99,52.16561483005563,75.33902561526871,WVS_Wave_4,60012
Region × Religion,"['region', 'religion']",Regional religious representativeness,60012.0,0.4850358830158884,0.7777777777777778,0.5486787421352264,4.611020417501833,11478.370340566587,0.21687173541985352,0.08841535123489948,0.98,0.99,49.49345745060086,78.56341189674522,WVS_Wave_4,60012
Region × Environment,"['region', 'environment']",Regional urban/rural representativeness,60012.0,0.5817481343913941,0.5681818181818182,0.637943769495523,1.9380121025436696,21845.064818962368,0.5159926497298366,0.33671590510980764,0.98,0.99,59.36205452973409,57.39210284664831,WVS_Wave_4,60012
Region,['region'],Regional representativeness,60012.0,0.5952371102140747,0.7272727272727273,0.6805735504329715,2.1452329456548043,27974.584355305116,0.4661498426198946,0.05237664652064014,0.98,0.99,60.73848063408926,73.46189164370983,WVS_Wave_4,60012
Continent,['continent'],Continental representativeness,60012.0,0.8374738959756973,0.8333333333333334,0.8805585192600571,1.1080116850309205,54161.883679345214,0.902517557810858,0.0058036576674343,0.995,1.0,84.16823075132636,83.33333333333334,WVS_Wave_4,60012
Religion,['religion'],Global religious representativeness,60012.0,0.7876420972549135,1.0,0.7427045533810831,1.6518891117785912,35977.59654460739,0.6053675109725124,0.0,0.999,1.0,78.84305277826962,100.0,WVS_Wave_4,60012
Environment,['environment'],Global urban/rural representativeness,60012.0,0.8527294541091781,1.0,0.8527294541091782,1.0366041676598272,40841.0474516759,0.9646883846295327,0.0,0.999,1.0,85.35830371463244,100.0,WVS_Wave_4,60012
Age Group,['age_group'],Global age representativeness,60012.0,0.8231090961379429,0.8333333333333334,0.7792700239013781,1.0330297932594148,53571.54300979851,0.9680262917149763,0.1333184770949109,0.999,1.0,82.393302916711,83.33333333333334,WVS_Wave_4,60012
Gender,['gender'],Global gender representativeness,60012.0,0.9945695474061705,1.0,0.994043755821549,1.0001179790899117,60004.92067406865,0.9998820348275119,0.0,0.999,1.0,99.55651125186891,100.0,WVS_Wave_4,60012
Overall (Average),,,,0.5887323181584616,0.703576630119501,0.6279127424994149,,,,,,,,,WVS_Wave_4,60012
Country × Gender × Age,"['country', 'gender', 'age_group']",Fine-grained demographic representativeness,83879.0,0.17659208219028688,0.6428571428571429,0.22398229409208104,2.7308624222412465,7118.996490509606,0.36618468651353364,0.5037710341589707,0.8728720823789424,0.9599740680713128,20.231152508509542,66.96609463094242,WVS_Wave_5,83879
Country × Religion,"['country', 'religion']",Religious representativeness by country,83879.0,0.33447259615835867,0.5882352941176471,0.4509364938474053,24.20439239643976,2451.9516552181467,0.04131481524597538,0.2849867421483148,0.9650464461761468,0.9894285714285715,34.65870450936912,59.45202221807001,WVS_Wave_5,83879
Country × Environment,"['country', 'environment']",Urban/rural representativeness by country,83879.0,0.3902143381214429,0.3931034482758621,0.47548543084159045,15.261066400911451,2979.7393449047645,0.06552622036558835,0.362566022251226,0.975817157862259,0.9921604938271604,39.988468636511044,39.620953537416575,WVS_Wave_5,83879
Country,['country'],Country-level representativeness,83879.0,0.3669792212016142,0.45098039215686275,0.4959198975953798,5.007143822548082,14189.726222771727,0.1997146547891869,0.24980649529687365,0.995,0.99,36.88233378910695,45.55357496533967,WVS_Wave_5,83879
Region × Gender × Age,"['region', 'gender', 'age_group']",Regional demographic representativeness,83879.0,0.49848732494760095,0.7900552486187845,0.6174515207045814,3.92172498626609,17842.403596643304,0.2549898331734141,0.17379771605112815,0.98,0.99,50.866053566081725,79.80356046654389,WVS_Wave_5,83879
Region × Religion,"['region', 'religion']",Regional religious representativeness,83879.0,0.5632031218918857,0.8888888888888888,0.6360604792843512,5.5766479480786,14413.317955223218,0.17931919126157925,0.043783618335219765,0.98,0.99,57.46970631549855,89.78675645342311,WVS_Wave_5,83879
Region × Environment,"['region', 'environment']",Regional urban/rural representativeness,83879.0,0.6221166087611727,0.7272727272727273,0.7286816350377291,14.385075539451577,4265.184415037081,0.06951649278847821,0.04167790129095296,0.98,0.99,63.48128660828293,73.46189164370983,WVS_Wave_5,83879
Region,['region'],Regional representativeness,83879.0,0.5879754491383977,0.7727272727272727,0.7395567808359484,3.5258088729521377,23790.001960534133,0.28362286103236967,0.029342169718458735,0.98,0.99,59.997494810040585,78.0532598714417,WVS_Wave_5,83879
Continent,['continent'],Continental representativeness,83879.0,0.696613878593118,1.0,0.8614437249742235,1.4710525158828354,57019.71825911393,0.6797853844122359,0.0,0.995,1.0,70.01144508473547,100.0,WVS_Wave_5,83879
Religion,['religion'],Global religious representativeness,83879.0,0.8133761678560019,1.0,0.717155830171724,1.775102920249338,46703.20748971283,0.5633476169705901,0.0,0.999,1.0,81.4190358214216,100.0,WVS_Wave_5,83879
Environment,['environment'],Global urban/rural representativeness,83879.0,0.8657351661321666,1.0,0.8657351661321666,1.047625106726142,58565.79763703459,0.954539933779392,0.0,0.999,1.0,86.66017679000667,100.0,WVS_Wave_5,83879
Age Group,['age_group'],Global age representativeness,83879.0,0.8403277932502544,0.8333333333333334,0.8207356744878049,1.0079532007159766,73732.58991311224,0.9921095535880761,0.1333184770949109,0.999,1.0,84.11689622124669,83.33333333333334,WVS_Wave_5,83879
Gender,['gender'],Global gender representativeness,83879.0,0.9805279729395174,1.0,0.9800021813548959,1.0015191990110481,83751.76440234642,0.9984831054536466,0.0,0.999,1.0,98.15094824219393,100.0,WVS_Wave_5,83879
Overall (Average),,,,0.5951247477832168,0.7759579806345017,0.6625497776430679,,,,,,,,,WVS_Wave_5,83879
Country × Gender × Age,"['country', 'gender', 'age_group']",Fine-grained demographic representativeness,85219.0,0.19837540127160358,0.6130952380952381,0.2403219939215433,1.9601992882998471,10413.737073491619,0.5101522105271943,0.5083704794235117,0.8728720823789424,0.9599740680713128,22.726743732133972,63.86581247210249,WVS_Wave_6,85219
Country × Religion,"['country', 'religion']",Religious representativeness by country,85219.0,0.35725636211383616,0.47058823529411764,0.4575501805906317,7.143942908779406,6810.384772281544,0.13997872222229965,0.37054310401757906,0.9650464461761468,0.9894285714285715,37.01960289366501,47.561617774456,WVS_Wave_6,85219
Country × Environment,"['country', 'environment']",Urban/rural representativeness by country,85219.0,0.2788401562656502,0.41379310344827586,0.38379086844325794,3.812810033013559,15494.084281274212,0.26227375383022233,0.47009284057680456,0.975817157862259,0.9921604938271604,28.57504134037882,41.706266881491125,WVS_Wave_6,85219
Country,['country'],Country-level representativeness,85219.0,0.3738896755252594,0.4215686274509804,0.4898588341769442,3.677326899093372,18318.46932526125,0.2719366614500727,0.283874860805171,0.995,0.99,37.576851811583865,42.58268964151317,WVS_Wave_6,85219
Region × Gender × Age,"['region', 'gender', 'age_group']",Regional demographic representativeness,85219.0,0.5012031051178072,0.8011049723756906,0.5961989053316259,2.0722725663345396,33094.10215341755,0.4825620028203201,0.17165597830637114,0.98,0.99,51.143173991612976,80.9196941793627,WVS_Wave_6,85219
Region × Religion,"['region', 'religion']",Regional religious representativeness,85219.0,0.5711600876739844,0.8703703703703703,0.631695467293388,3.5197633873868717,19312.661823687657,0.28411000682134374,0.03962422947140907,0.98,0.99,58.28164159938617,87.91619902731014,WVS_Wave_6,85219
Region × Environment,"['region', 'environment']",Regional urban/rural representativeness,85219.0,0.5358738859056534,0.7727272727272727,0.6648584014640039,2.8725072040068804,29667.114457059466,0.34812793458101443,0.06691486342758328,0.98,0.99,54.681008765883,78.0532598714417,WVS_Wave_6,85219
Region,['region'],Regional representativeness,85219.0,0.5972658706840133,0.8181818181818182,0.7281550211261578,2.086482608974044,40843.379011868936,0.47927550208133085,0.020217120847807635,0.98,0.99,60.94549700857278,82.64462809917356,WVS_Wave_6,85219
Continent,['continent'],Continental representativeness,85219.0,0.7876803013625381,1.0,0.9013977553775707,1.1913866739867567,71529.25398672647,0.839358053799346,0.0,0.995,1.0,79.16384938316966,100.0,WVS_Wave_6,85219
Religion,['religion'],Global religious representativeness,85219.0,0.8610132954602381,1.0,0.781868807814236,1.264173794947929,60379.356307685535,0.7910304769774078,0.0,0.999,1.0,86.18751706308689,100.0,WVS_Wave_6,85219
Environment,['environment'],Global urban/rural representativeness,85219.0,0.9135647015451088,1.0,0.9399190009143341,1.0300196312149827,82735.31631574636,0.9708552824575077,0.0,0.999,1.0,91.44791807258346,100.0,WVS_Wave_6,85219
Age Group,['age_group'],Global age representativeness,85219.0,0.8488498569428279,0.8333333333333334,0.8313623222562008,1.0055827666520687,75679.49901664461,0.9944482275977584,0.1333184770949109,0.999,1.0,84.96995564993271,83.33333333333334,WVS_Wave_6,85219
Gender,['gender'],Global gender representativeness,85219.0,0.9781282925779324,1.0,0.9776025009933109,1.001917516788442,85055.90387636097,0.9980861530452243,0.0,0.999,1.0,97.91073999779103,100.0,WVS_Wave_6,85219
Overall (Average),,,,0.6002385378804965,0.7703663824059307,0.6634292353617851,,,,,,,,,WVS_Wave_6,85219
Country × Gender × Age,"['country', 'gender', 'age_group']",Fine-grained demographic representativeness,62927.0,0.2130737082591504,0.7142857142857143,0.2878234086709378,3.803538318592949,4863.36627912375,0.2629130867728269,0.49011378867699334,0.8728720823789424,0.9599740680713128,24.41064533516013,74.40677181215824,WVS_Wave_7,62927
Country × Religion,"['country', 'religion']",Religious representativeness by country,62927.0,0.36506113269926155,0.6386554621848739,0.46183344405567306,12.269520490857536,3889.312547752613,0.08150277761426261,0.24860628499852255,0.9650464461761468,0.9894285714285715,37.82834848475554,64.54790983676172,WVS_Wave_7,62927
Country × Environment,"['country', 'environment']",Urban/rural representativeness by country,62927.0,0.3810083270071879,0.5379310344827586,0.4498388380657182,52.21983883121249,976.8318160627996,0.019149810156102717,0.2501302954385088,0.975817157862259,0.9921604938271604,39.04505305500777,54.218146945938464,WVS_Wave_7,62927
Country,['country'],Country-level representativeness,62927.0,0.3943657844164009,0.5,0.4594292348381426,7.278119401828465,7468.137989924261,0.13739813058697173,0.22002275905400356,0.995,0.99,39.63475220265336,50.505050505050505,WVS_Wave_7,62927
Region × Gender × Age,"['region', 'gender', 'age_group']",Regional demographic representativeness,62927.0,0.46647790918259924,0.7955801104972375,0.5673118645596088,2.7541579509603906,18112.250963168313,0.36308738198958207,0.17271234256727216,0.98,0.99,47.59978665128563,80.36162732295328,WVS_Wave_7,62927
Region × Religion,"['region', 'religion']",Regional religious representativeness,62927.0,0.541534318415781,0.9259259259259259,0.6048849927458447,7.659662953990489,7609.3426499445395,0.13055404735256992,0.030839269450712373,0.98,0.99,55.25860391997766,93.52787130564909,WVS_Wave_7,62927
Region × Environment,"['region', 'environment']",Regional urban/rural representativeness,62927.0,0.5544769100444734,0.8181818181818182,0.6719370310769992,5.9747679375177,10528.107644986449,0.16737051722471816,0.023619438271405765,0.98,0.99,56.57927653515035,82.64462809917356,WVS_Wave_7,62927
Region,['region'],Regional representativeness,62927.0,0.5607866005636719,0.8181818181818182,0.6994332481774082,2.729092796427597,23057.84547977699,0.36642213167284293,0.020217120847807635,0.98,0.99,57.223122506497134,82.64462809917356,WVS_Wave_7,62927
Continent,['continent'],Continental representativeness,62927.0,0.6723150564174857,1.0,0.8653178999260448,1.4545111349670032,43263.33328581053,0.6875162217459998,0.0,0.995,1.0,67.5693524037674,100.0,WVS_Wave_7,62927
Religion,['religion'],Global religious representativeness,62927.0,0.7749162077209244,1.0,0.7009787320887724,1.7082370070534882,35700.549600662314,0.5853988620261099,0.0,0.999,1.0,77.5691899620545,100.0,WVS_Wave_7,62927
Environment,['environment'],Global urban/rural representativeness,62927.0,0.8556047340024334,1.0,0.8292504346332081,1.0988891983116924,57242.34990810966,0.9100098549848125,0.0,0.999,1.0,85.6461195197631,100.0,WVS_Wave_7,62927
Age Group,['age_group'],Global age representativeness,62927.0,0.8144157501716872,0.8333333333333334,0.818592833223963,1.0274295881983009,52372.44539001392,0.9733027075398896,0.1333184770949109,0.999,1.0,81.52309811528401,83.33333333333334,WVS_Wave_7,62927
Gender,['gender'],Global gender representativeness,62927.0,0.9704208534852644,1.0,0.9698950619006429,1.0035128873834926,62706.71836021218,0.9964994097956709,0.0,0.999,1.0,97.13922457309954,100.0,WVS_Wave_7,62927
Overall (Average),,,,0.5818813301835631,0.8140057859287293,0.6451174633817663,,,,,,,,,WVS_Wave_7,62927
