country,gender,age_group,religion,environment
Gabon,Male,36-45,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Female,18-25,Christianity,Urban
Gabon,Female,18-25,I do not identify with any religious group or faith,Urban
Gabon,Male,18-25,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Female,18-25,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,46-55,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,26-35,I do not identify with any religious group or faith,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Female,18-25,Christianity,Urban
Gabon,Female,36-45,I do not identify with any religious group or faith,Urban
Gabon,Male,46-55,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Male,18-25,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,56-65,Christianity,Urban
Gabon,Female,18-25,Christianity,Urban
Gabon,Male,18-25,Christianity,Urban
Gabon,Male,26-35,I do not identify with any religious group or faith,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Male,18-25,Christianity,Urban
Gabon,Male,18-25,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,46-55,Christianity,Urban
Gabon,Female,56-65,Christianity,Urban
Gabon,Male,18-25,Christianity,Urban
Gabon,Female,18-25,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Male,18-25,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Male,56-65,Christianity,Urban
Gabon,Male,46-55,Other religious group,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Female,26-35,Other religious group,Urban
Gabon,Male,26-35,I do not identify with any religious group or faith,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,36-45,I do not identify with any religious group or faith,Urban
Gabon,Female,56-65,Christianity,Urban
Gabon,Male,18-25,Christianity,Urban
Gabon,Female,18-25,I do not identify with any religious group or faith,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Female,18-25,I do not identify with any religious group or faith,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Female,46-55,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,18-25,Christianity,Urban
Gabon,Male,65+,Christianity,Urban
Gabon,Female,18-25,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Male,46-55,Christianity,Urban
Gabon,Male,46-55,Other religious group,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Male,18-25,Christianity,Urban
Gabon,Female,56-65,Christianity,Urban
Gabon,Male,18-25,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,18-25,Christianity,Urban
Gabon,Male,18-25,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Male,56-65,Christianity,Urban
Gabon,Male,18-25,Christianity,Urban
Gabon,Female,46-55,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Male,46-55,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Female,26-35,Islam,Urban
Gabon,Female,46-55,Christianity,Urban
Gabon,Female,26-35,I do not identify with any religious group or faith,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,18-25,Christianity,Urban
Gabon,Female,18-25,Christianity,Urban
Gabon,Female,18-25,Christianity,Urban
Gabon,Male,26-35,I do not identify with any religious group or faith,Urban
Gabon,Female,18-25,Christianity,Urban
Gabon,Male,46-55,I do not identify with any religious group or faith,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,46-55,I do not identify with any religious group or faith,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,18-25,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,18-25,I do not identify with any religious group or faith,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Male,18-25,Christianity,Urban
Gabon,Female,56-65,Christianity,Urban
Gabon,Female,18-25,Christianity,Urban
Gabon,Male,36-45,I do not identify with any religious group or faith,Urban
Gabon,Male,56-65,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Male,46-55,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Female,36-45,I do not identify with any religious group or faith,Urban
Gabon,Female,46-55,I do not identify with any religious group or faith,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Male,46-55,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,46-55,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Male,46-55,Christianity,Urban
Gabon,Male,56-65,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Female,36-45,Other religious group,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Female,18-25,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Male,18-25,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,18-25,Christianity,Urban
Gabon,Male,36-45,I do not identify with any religious group or faith,Urban
Gabon,Female,18-25,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Female,18-25,Christianity,Urban
Gabon,Male,65+,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Female,46-55,Christianity,Urban
Gabon,Female,65+,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,46-55,Christianity,Urban
Gabon,Male,26-35,I do not identify with any religious group or faith,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,18-25,I do not identify with any religious group or faith,Urban
Gabon,Male,46-55,Other religious group,Urban
Gabon,Female,46-55,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Male,46-55,Christianity,Urban
Gabon,Female,18-25,Christianity,Urban
Gabon,Female,26-35,I do not identify with any religious group or faith,Urban
Gabon,Female,26-35,I do not identify with any religious group or faith,Urban
Gabon,Male,18-25,I do not identify with any religious group or faith,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Male,18-25,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Female,26-35,I do not identify with any religious group or faith,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,26-35,I do not identify with any religious group or faith,Urban
Gabon,Male,26-35,I do not identify with any religious group or faith,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Male,18-25,Christianity,Urban
Gabon,Female,18-25,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Male,56-65,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Female,26-35,Other religious group,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Male,46-55,Christianity,Urban
Gabon,Female,18-25,I do not identify with any religious group or faith,Urban
Gabon,Male,65+,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,18-25,I do not identify with any religious group or faith,Urban
Gabon,Male,18-25,Christianity,Urban
Gabon,Female,46-55,Christianity,Urban
Gabon,Male,18-25,Christianity,Urban
Gabon,Female,26-35,Christianity,Rural
Gabon,Female,36-45,I do not identify with any religious group or faith,Rural
Gabon,Male,56-65,Christianity,Rural
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,65+,Christianity,Rural
Gabon,Male,36-45,Christianity,Urban
Gabon,Female,26-35,Islam,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Female,46-55,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Female,18-25,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,56-65,Christianity,Rural
Gabon,Male,56-65,Christianity,Rural
Gabon,Female,18-25,Christianity,Urban
Gabon,Female,18-25,Christianity,Urban
Gabon,Male,36-45,I do not identify with any religious group or faith,Urban
Gabon,Female,18-25,I do not identify with any religious group or faith,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,36-45,Christianity,Rural
Gabon,Male,56-65,Christianity,Urban
Gabon,Male,56-65,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,18-25,Christianity,Urban
Gabon,Male,18-25,Islam,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Female,18-25,I do not identify with any religious group or faith,Rural
Gabon,Male,26-35,I do not identify with any religious group or faith,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Male,26-35,I do not identify with any religious group or faith,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Female,18-25,Christianity,Urban
Gabon,Male,46-55,Christianity,Urban
Gabon,Female,18-25,Christianity,Urban
Gabon,Male,26-35,I do not identify with any religious group or faith,Urban
Gabon,Male,65+,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Male,18-25,Christianity,Urban
Gabon,Female,56-65,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,18-25,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Female,18-25,I do not identify with any religious group or faith,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,26-35,I do not identify with any religious group or faith,Urban
Gabon,Male,46-55,Other religious group,Urban
Gabon,Female,18-25,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Male,46-55,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,46-55,Christianity,Urban
Gabon,Female,26-35,Christianity,Rural
Gabon,Female,56-65,I do not identify with any religious group or faith,Rural
Gabon,Male,26-35,Christianity,Rural
Gabon,Male,36-45,Christianity,Rural
Gabon,Male,36-45,Christianity,Rural
Gabon,Female,26-35,I do not identify with any religious group or faith,Rural
Gabon,Male,36-45,Christianity,Rural
Gabon,Female,46-55,Christianity,Rural
Gabon,Female,56-65,Christianity,Rural
Gabon,Male,65+,Other religious group,Rural
Gabon,Female,46-55,Christianity,Rural
Gabon,Male,36-45,Christianity,Rural
Gabon,Female,26-35,I do not identify with any religious group or faith,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Male,46-55,Christianity,Urban
Gabon,Male,18-25,I do not identify with any religious group or faith,Urban
Gabon,Female,56-65,Christianity,Urban
Gabon,Female,26-35,I do not identify with any religious group or faith,Urban
Gabon,Male,18-25,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,56-65,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,36-45,Christianity,Rural
Gabon,Female,36-45,Christianity,Rural
Gabon,Male,36-45,I do not identify with any religious group or faith,Rural
Gabon,Male,18-25,Other religious group,Urban
Gabon,Male,26-35,I do not identify with any religious group or faith,Rural
Gabon,Female,26-35,I do not identify with any religious group or faith,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Male,36-45,Islam,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Male,18-25,Christianity,Rural
Gabon,Female,65+,Christianity,Rural
Gabon,Male,36-45,Christianity,Rural
Gabon,Female,36-45,Christianity,Rural
Gabon,Male,36-45,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Male,46-55,Christianity,Urban
Gabon,Male,36-45,I do not identify with any religious group or faith,Urban
Gabon,Male,46-55,Christianity,Urban
Gabon,Female,18-25,I do not identify with any religious group or faith,Rural
Gabon,Male,36-45,Other religious group,Rural
Gabon,Male,26-35,Christianity,Rural
Gabon,Female,26-35,Christianity,Rural
Gabon,Female,56-65,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Male,18-25,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,36-45,I do not identify with any religious group or faith,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Male,26-35,I do not identify with any religious group or faith,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Male,18-25,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,18-25,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Male,26-35,Other religious group,Urban
Gabon,Male,56-65,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Female,36-45,I do not identify with any religious group or faith,Urban
Gabon,Male,46-55,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Male,46-55,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,36-45,I do not identify with any religious group or faith,Rural
Gabon,Female,26-35,Christianity,Rural
Gabon,Male,18-25,Christianity,Rural
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,26-35,Christianity,Rural
Gabon,Male,36-45,Christianity,Urban
Gabon,Male,26-35,Christianity,Rural
Gabon,Male,36-45,Christianity,Rural
Gabon,Female,26-35,Christianity,Rural
Gabon,Female,46-55,Christianity,Rural
Gabon,Male,56-65,Christianity,Urban
Gabon,Female,65+,Christianity,Urban
Gabon,Male,65+,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,46-55,I do not identify with any religious group or faith,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,46-55,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Male,26-35,Other religious group,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Female,18-25,Christianity,Urban
Gabon,Male,26-35,I do not identify with any religious group or faith,Urban
Gabon,Male,36-45,Other religious group,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,46-55,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Male,26-35,I do not identify with any religious group or faith,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Female,46-55,Christianity,Urban
Gabon,Female,56-65,Christianity,Urban
Gabon,Male,56-65,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Female,18-25,Christianity,Urban
Gabon,Female,46-55,Christianity,Urban
Gabon,Female,26-35,I do not identify with any religious group or faith,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Male,18-25,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,18-25,Christianity,Urban
Gabon,Female,26-35,I do not identify with any religious group or faith,Urban
Gabon,Male,65+,Christianity,Urban
Gabon,Female,56-65,Christianity,Urban
Gabon,Male,36-45,Islam,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,46-55,Christianity,Urban
Gabon,Male,56-65,Christianity,Urban
Gabon,Female,46-55,Christianity,Urban
Gabon,Female,18-25,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,26-35,I do not identify with any religious group or faith,Urban
Gabon,Male,46-55,Christianity,Urban
Gabon,Male,26-35,I do not identify with any religious group or faith,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Male,56-65,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Male,46-55,Christianity,Urban
Gabon,Female,46-55,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Female,18-25,Christianity,Urban
Gabon,Female,46-55,I do not identify with any religious group or faith,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,46-55,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Female,18-25,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,65+,Christianity,Urban
Gabon,Female,26-35,Islam,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Male,18-25,I do not identify with any religious group or faith,Urban
Gabon,Female,46-55,Christianity,Urban
Gabon,Male,26-35,I do not identify with any religious group or faith,Urban
Gabon,Male,46-55,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,18-25,I do not identify with any religious group or faith,Urban
Gabon,Female,56-65,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,56-65,Christianity,Urban
Gabon,Female,46-55,Christianity,Urban
Gabon,Male,46-55,Christianity,Urban
Gabon,Female,18-25,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,18-25,Christianity,Urban
Gabon,Female,65+,Christianity,Urban
Gabon,Female,46-55,Christianity,Urban
Gabon,Male,18-25,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,46-55,Other religious group,Urban
Gabon,Male,26-35,I do not identify with any religious group or faith,Urban
Gabon,Male,18-25,I do not identify with any religious group or faith,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Male,46-55,Christianity,Urban
Gabon,Male,36-45,I do not identify with any religious group or faith,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Female,18-25,Christianity,Urban
Gabon,Female,65+,Christianity,Urban
Gabon,Male,46-55,Christianity,Urban
Gabon,Female,26-35,Christianity,Rural
Gabon,Female,26-35,I do not identify with any religious group or faith,Rural
Gabon,Male,46-55,Christianity,Rural
Gabon,Male,18-25,Christianity,Rural
Gabon,Male,46-55,Christianity,Urban
Gabon,Male,18-25,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Male,18-25,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,18-25,I do not identify with any religious group or faith,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Male,46-55,Christianity,Urban
Gabon,Male,46-55,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Male,36-45,Christianity,Rural
Gabon,Male,36-45,Other religious group,Rural
Gabon,Female,18-25,Other religious group,Rural
Gabon,Female,36-45,Christianity,Rural
Gabon,Female,36-45,I do not identify with any religious group or faith,Rural
Gabon,Female,36-45,Christianity,Rural
Gabon,Female,56-65,Christianity,Rural
Gabon,Male,26-35,Christianity,Rural
Gabon,Male,46-55,Christianity,Rural
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,65+,Other religious group,Rural
Gabon,Female,18-25,Christianity,Urban
Gabon,Female,26-35,I do not identify with any religious group or faith,Rural
Gabon,Male,36-45,Christianity,Urban
Gabon,Male,46-55,I do not identify with any religious group or faith,Urban
Gabon,Female,36-45,I do not identify with any religious group or faith,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Male,26-35,I do not identify with any religious group or faith,Urban
Gabon,Female,65+,I do not identify with any religious group or faith,Rural
Gabon,Male,26-35,I do not identify with any religious group or faith,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Male,36-45,I do not identify with any religious group or faith,Rural
Gabon,Female,26-35,Christianity,Rural
Gabon,Male,56-65,Christianity,Rural
Gabon,Male,36-45,Christianity,Rural
Gabon,Female,18-25,Christianity,Urban
Gabon,Female,56-65,Christianity,Rural
Gabon,Male,46-55,Christianity,Rural
Gabon,Male,18-25,I do not identify with any religious group or faith,Rural
Gabon,Male,26-35,Christianity,Rural
Gabon,Female,65+,Christianity,Rural
Gabon,Female,56-65,Christianity,Rural
Gabon,Female,56-65,Christianity,Rural
Gabon,Male,36-45,Christianity,Urban
Gabon,Female,18-25,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Male,56-65,Christianity,Rural
Gabon,Male,65+,Christianity,Rural
Gabon,Male,46-55,Christianity,Rural
Gabon,Male,18-25,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Female,46-55,Christianity,Rural
Gabon,Male,56-65,I do not identify with any religious group or faith,Urban
Gabon,Male,26-35,Other religious group,Rural
Gabon,Female,36-45,Christianity,Rural
Gabon,Male,36-45,Other religious group,Rural
Gabon,Female,46-55,Christianity,Rural
Gabon,Female,56-65,Christianity,Urban
Gabon,Male,18-25,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,36-45,Other religious group,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Female,56-65,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Female,65+,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,65+,I do not identify with any religious group or faith,Rural
Gabon,Female,46-55,I do not identify with any religious group or faith,Rural
Gabon,Female,26-35,Christianity,Rural
Gabon,Male,26-35,Christianity,Rural
Gabon,Female,36-45,Christianity,Urban
Gabon,Male,46-55,Christianity,Rural
Gabon,Female,56-65,I do not identify with any religious group or faith,Urban
Gabon,Male,65+,Christianity,Rural
Gabon,Male,18-25,I do not identify with any religious group or faith,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,18-25,Other religious group,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,46-55,Christianity,Urban
Gabon,Female,36-45,Christianity,Rural
Gabon,Male,18-25,Christianity,Urban
Gabon,Female,18-25,Christianity,Rural
Gabon,Male,36-45,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Male,56-65,I do not identify with any religious group or faith,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Male,36-45,Christianity,Rural
Gabon,Male,26-35,Christianity,Urban
Gabon,Male,36-45,Other religious group,Rural
Gabon,Female,18-25,Christianity,Rural
Gabon,Male,56-65,I do not identify with any religious group or faith,Urban
Gabon,Male,46-55,Christianity,Urban
Gabon,Male,18-25,Christianity,Urban
Gabon,Female,36-45,Christianity,Rural
Gabon,Male,36-45,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Male,56-65,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Female,18-25,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,36-45,I do not identify with any religious group or faith,Urban
Gabon,Male,56-65,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Male,18-25,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,26-35,I do not identify with any religious group or faith,Urban
Gabon,Male,18-25,Other religious group,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Male,18-25,Christianity,Urban
Gabon,Female,36-45,I do not identify with any religious group or faith,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,46-55,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Male,46-55,I do not identify with any religious group or faith,Urban
Gabon,Male,46-55,Other religious group,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Male,56-65,I do not identify with any religious group or faith,Urban
Gabon,Female,18-25,I do not identify with any religious group or faith,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Female,46-55,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Male,26-35,I do not identify with any religious group or faith,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,18-25,Christianity,Urban
Gabon,Female,56-65,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,46-55,Christianity,Urban
Gabon,Male,46-55,Christianity,Urban
Gabon,Male,46-55,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Male,46-55,I do not identify with any religious group or faith,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,26-35,Islam,Urban
Gabon,Male,56-65,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
