participant_id,age,gender,environment,religion,country,age_group
b7fa7018-7181-4146-901a-30cba1cee833,26-35,Female,Urban,Christianity,Kenya,26-35
3867d803-8669-45b9-8912-a969ae9c5a24,26-35,Female,Urban,Judaism,Israel,26-35
28db0d67-bfbd-4434-9f82-32901f398049,26-35,Female,Urban,Christianity,Kenya,26-35
391600a7-315e-4adc-b3e5-7effd8d9db34,26-35,Female,Urban,I do not identify with any religious group or faith,Poland,26-35
84c164b5-dff4-4efc-a81d-2e3e7b630df3,18-25,Male,Urban,Islam,Pakistan,18-25
eb3a3418-81c9-4a04-bdc0-cc7961d6e038,56-65,Female,Urban,Christianity,India,56-65
0426b27d-e5b2-4891-ab81-0e3247cb42ac,18-25,Male,Urban,Hinduism,India,18-25
7e813b3b-9c08-48c0-a28d-f5bd8b5ee8d9,26-35,Male,Urban,Christianity,Kenya,26-35
7a99c1ae-d829-4d99-8ab0-3d29d931bd8a,18-25,Male,Urban,I do not identify with any religious group or faith,Chile,18-25
8bb5d019-fbab-44ef-be15-6917f0dd978a,46-55,Male,Urban,I do not identify with any religious group or faith,Chile,46-55
f2ac5f97-7cd7-4f83-b5b5-779347371f76,46-55,Male,Urban,Christianity,Mexico,46-55
049ca501-f068-4b62-9bfb-2dbf388ad083,18-25,Female,Urban,Christianity,Kenya,18-25
c6e16f5c-4466-48e4-a1db-045c12bd404e,36-45,Female,Urban,Christianity,Kenya,36-45
42e09c00-e3d0-41a4-bda5-6b09a9aed822,18-25,Male,Urban,I do not identify with any religious group or faith,Mexico,18-25
bffab039-6256-4dba-9769-c5fdc66c91b3,26-35,Male,Urban,I do not identify with any religious group or faith,Mexico,26-35
ab6bbbc0-9a80-4edc-b3ba-f239d5560893,26-35,Female,Urban,Christianity,Mexico,26-35
4bcc7c10-6473-4fd0-b7f8-2f30d8478a38,26-35,Female,Urban,I do not identify with any religious group or faith,Mexico,26-35
bc81e8ee-88e0-4a65-abb6-2bebc85facde,18-25,Female,Urban,Christianity,Chile,18-25
13599dfa-b698-4695-9a55-b3e2cf87614a,26-35,Male,Urban,I do not identify with any religious group or faith,South Africa,26-35
e61e56f6-0316-4e24-9280-d72d4bb24a2e,18-25,Male,Urban,Christianity,Mexico,18-25
e3e9400b-72a9-44cf-a815-be0936d0c30b,26-35,Male,Urban,Islam,Morocco,26-35
40692755-cb5e-4122-b9ad-3f6f5ba4f1d5,26-35,Female,Urban,Other religious group,Mexico,26-35
d0b84494-d80e-4420-9ecc-7df59bfd6811,26-35,Male,Urban,Islam,India,26-35
1e8714af-846d-4f27-b5ec-3f5c96370329,26-35,Male,Urban,Islam,Morocco,26-35
6d1ba170-a27d-4192-9ae4-c117375432bc,26-35,Female,Urban,Other religious group,Mexico,26-35
a22e02fc-3db5-4d0a-84c8-876c10936c7e,26-35,Female,Urban,Christianity,Kenya,26-35
d5b929e3-f2f1-4839-bd4a-43e0bf8dcdf2,26-35,Male,Urban,Hinduism,India,26-35
20868cae-7be0-4370-8e62-489c6dc9c736,26-35,Male,Urban,I do not identify with any religious group or faith,Kenya,26-35
4715a346-e9aa-4178-b261-324c5cc41bf7,26-35,Female,Urban,I do not identify with any religious group or faith,Mexico,26-35
418edaff-63d4-4b4e-bcc8-5b4bea3c96e1,26-35,Male,Urban,Christianity,Mexico,26-35
47f819e7-297a-42fb-8f80-5f27305affed,18-25,Female,Urban,I do not identify with any religious group or faith,Chile,18-25
220c05d0-d2cc-4864-9217-1db8a8df01b4,26-35,Male,Urban,Christianity,Kenya,26-35
964071d7-c33e-4d93-92e0-e2d543f957ae,26-35,Male,Urban,I do not identify with any religious group or faith,Chile,26-35
0a91cae1-6975-4750-8ad9-dbe4a0796923,26-35,Female,Urban,I do not identify with any religious group or faith,China,26-35
ec8f595c-9c28-43dd-b1ea-470cd4abf642,18-25,Male,Urban,Christianity,Kenya,18-25
9ff9fda8-a931-43c4-b805-3d6ce57436c9,18-25,Female,Urban,Hinduism,India,18-25
665b01da-f02e-4679-be07-c5c3965910b1,26-35,Male,Urban,I do not identify with any religious group or faith,Mexico,26-35
2a02341b-0976-49e1-b34d-d3a7a25d986b,18-25,Male,Urban,Hinduism,India,18-25
b180b263-59b3-4cfc-9528-1713153bf1df,26-35,Female,Urban,I do not identify with any religious group or faith,Mexico,26-35
25a482f7-caff-4be6-b6ec-dbe5edb4c864,36-45,Male,Urban,I do not identify with any religious group or faith,Mexico,36-45
320c60a9-f046-46f5-8a3f-85503c64e6d0,26-35,Male,Urban,I do not identify with any religious group or faith,Chile,26-35
4a4e9cec-4b23-4839-889c-0e716d2a7615,18-25,Female,Urban,Christianity,India,18-25
b4d5d6a5-08de-4bb3-a54c-af5e2ec2718d,46-55,Male,Urban,I do not identify with any religious group or faith,Germany,46-55
3bed963b-ccf2-4713-b0c1-2b23992a76d1,26-35,Male,Rural,I do not identify with any religious group or faith,Netherlands,26-35
47edb264-bb0b-4016-9acd-19971570686a,18-25,Male,Urban,Islam,Morocco,18-25
6ddf03b6-981b-40ef-9680-a099696f78b1,36-45,Male,Urban,I do not identify with any religious group or faith,Germany,36-45
6ee8d32d-7a4a-463d-acaf-9d1075837dbc,26-35,Male,Urban,Islam,Canada,26-35
3df719fe-653d-4f85-ad5f-2c7db2dfc4e3,36-45,Female,Urban,Christianity,Kenya,36-45
150a305d-22c9-4009-9bb0-d89bf1a01f08,18-25,Male,Urban,I do not identify with any religious group or faith,Germany,18-25
38a16317-7802-4962-9049-915f7802664f,26-35,Male,Urban,Christianity,Kenya,26-35
bb3e3a53-011f-4dc4-9424-781b4ee3ecc5,18-25,Female,Urban,I do not identify with any religious group or faith,Poland,18-25
6f709662-bad1-44a1-a8dc-eb8ade313c50,26-35,Male,Urban,Christianity,South Africa,26-35
699716ca-1546-48fb-bc78-484b2e4c6a82,26-35,Male,Urban,I do not identify with any religious group or faith,Germany,26-35
51715562-f010-40ee-b109-d8d09601e449,26-35,Female,Urban,I do not identify with any religious group or faith,Chile,26-35
00428a33-ef0f-43e7-bbd5-53fd816e8dd6,26-35,Male,Urban,I do not identify with any religious group or faith,Germany,26-35
d504af71-5a3c-4235-8e6e-fe7ad29615c6,36-45,Male,Urban,Christianity,Kenya,36-45
5f7be659-0b8e-451e-9d9a-edc0e668dbda,26-35,Male,Urban,Islam,Turkey,26-35
372fee12-f789-453f-bef2-b04e8402b3f1,46-55,Female,Urban,Buddhism,United States,46-55
51d40973-8706-47ee-9cae-aaac14e8fdcc,26-35,Female,Urban,Christianity,United States,26-35
57cb4af4-69c2-4adc-a2e1-d1fdec501ad9,26-35,Female,Rural,I do not identify with any religious group or faith,Germany,26-35
081fc272-5ed3-4e92-89a3-1a050eae568a,26-35,Female,Urban,Hinduism,India,26-35
73c1f3d3-c711-4bc6-b1cd-0b805a0ced9c,18-25,Female,Urban,I do not identify with any religious group or faith,United Kingdom,18-25
5f86ba3d-04ce-486f-88fa-122726020cec,18-25,Female,Urban,Christianity,Kenya,18-25
d6349237-2c89-4aa3-9388-64914e32d98a,26-35,Female,Urban,I do not identify with any religious group or faith,Chile,26-35
3db9cdef-11b2-4274-9cab-dfb0d663b7c8,18-25,Female,Urban,Hinduism,India,18-25
7aec18ca-d35c-41fb-acd0-914dcee2568a,36-45,Male,Rural,I do not identify with any religious group or faith,Turkey,36-45
59700db4-cecd-4d91-96f4-34aedc65e32e,46-55,Female,Urban,I do not identify with any religious group or faith,United Kingdom,46-55
a070c2b0-8cf9-490f-a95a-bcfd90a49907,26-35,Male,Urban,Christianity,Ireland {Republic},26-35
5b49980e-c2f2-415d-b016-5ce936b5a51c,26-35,Female,Rural,Christianity,South Africa,26-35
80786345-36ca-4e9d-aadb-dc9c801947e8,18-25,Male,Urban,I do not identify with any religious group or faith,Israel,18-25
e27c7103-8646-486e-8620-43cdefe92908,56-65,Female,Urban,Christianity,United Kingdom,56-65
f0b411db-2a7a-4127-a3bd-44aa87ee25e0,26-35,Male,Urban,I do not identify with any religious group or faith,United Kingdom,26-35
4b48d4c0-540c-4c1f-9ffb-887d39311d5b,26-35,Female,Urban,I do not identify with any religious group or faith,Ireland {Republic},26-35
59829b2d-4b97-4e28-b7ff-53fcbba790e3,26-35,Female,Urban,Christianity,Brazil,26-35
fccbd88e-bfeb-4dc4-a3ad-6509b66ea4fb,46-55,Female,Urban,Christianity,Russian Federation,46-55
aa08c025-61fa-4df4-9cd1-56557bc37952,46-55,Female,Urban,Christianity,United Kingdom,46-55
06d9a392-a6fe-4fdc-8f03-d9bad2ddd523,65+,Female,Urban,Christianity,South Africa,65+
16a1d525-fe79-4307-8f10-a2ca038d5cd8,18-25,Male,Urban,I do not identify with any religious group or faith,Spain,18-25
d40d7d9e-aff2-4d4d-b679-7232dcd984f9,65+,Male,Urban,Christianity,Ireland {Republic},65+
c89cd709-f979-4425-9deb-d5ae80896c3d,18-25,Female,Urban,Hinduism,Canada,18-25
2de8dc7d-1e7b-4710-9dc6-f5a01278ef4a,36-45,Female,Urban,Christianity,South Africa,36-45
170bed66-3208-42c1-8fbf-92167d703b8b,18-25,Female,Urban,Christianity,South Africa,18-25
b7662cd0-4b56-4c0d-b465-15b07a9e8fa6,26-35,Male,Urban,I do not identify with any religious group or faith,Spain,26-35
14099cbf-e673-4e9c-b5b6-159b2ef73e66,18-25,Male,Rural,I do not identify with any religious group or faith,France,18-25
181dbb61-07a2-4d2a-b43a-42708125fef7,18-25,Female,Urban,Christianity,South Africa,18-25
37eee4a1-d9c0-4668-866a-a39e029343ef,36-45,Male,Urban,I do not identify with any religious group or faith,United States,36-45
0c8bb05e-7eb4-4ddd-b6a6-9d2de2b51c46,18-25,Male,Urban,I do not identify with any religious group or faith,United States,18-25
6c111eca-36a7-4adb-8563-0868eae6ffff,18-25,Male,Urban,Christianity,South Africa,18-25
fa0df00b-c6cd-414f-817d-06845a82773d,26-35,Female,Urban,I do not identify with any religious group or faith,Chile,26-35
60561b39-cfd0-45c5-89a6-eb7b212ad8c3,46-55,Female,Rural,Christianity,United States,46-55
1bcdbd1d-b05c-44b8-ad62-b81f190b033c,26-35,Female,Urban,Christianity,Mexico,26-35
7099390b-69d2-432e-81af-b94c9850c932,18-25,Male,Urban,I do not identify with any religious group or faith,France,18-25
af1fab08-f14e-4304-99fc-19db3fa918e5,26-35,Male,Urban,Christianity,Germany,26-35
a3983a17-5a8f-465e-b70a-9dc1c1c8645c,18-25,Female,Urban,Islam,India,18-25
c3810b78-90a2-441b-8451-edbd22b1bd27,26-35,Female,Urban,I do not identify with any religious group or faith,Canada,26-35
1a3caa7d-bf31-4ef0-b630-40d0697bd0aa,18-25,Male,Urban,Christianity,Poland,18-25
e1973412-de6c-46f3-8191-a77366b6416d,26-35,Male,Urban,I do not identify with any religious group or faith,Chile,26-35
cc122621-7fea-4379-a838-eb732a0199c6,18-25,Male,Rural,I do not identify with any religious group or faith,Italy,18-25
b7bf621a-f789-4891-9fe2-ee6d484381f1,46-55,Male,Urban,I do not identify with any religious group or faith,Spain,46-55
bfc61888-a3cc-48e3-a8cc-ae0b57eacb80,26-35,Female,Urban,Christianity,Spain,26-35
4d675918-da25-4bc3-aede-1df3427a88bb,56-65,Male,Urban,I do not identify with any religious group or faith,Canada,56-65
3e2d86a0-0463-4d1f-8817-bff401e46377,18-25,Male,Urban,Christianity,Kenya,18-25
5e63649f-de0a-4030-a40c-fbade657ab9c,26-35,Male,Urban,Christianity,Kenya,26-35
ac037f8c-95c1-4fc9-bd06-ae72f2e72ffb,26-35,Female,Urban,I do not identify with any religious group or faith,United Kingdom,26-35
d15fbc21-a4c2-4cba-9100-ff8d097ed36a,26-35,Male,Rural,Other religious group,France,26-35
69bd3530-180e-4345-a08f-1c87a6ecedc2,18-25,Female,Urban,Christianity,South Africa,18-25
bfaed30e-920d-4a09-9982-44622624e195,26-35,Female,Urban,Christianity,United States,26-35
40f5fcf5-901d-4b13-ad0e-d0eebae2abba,26-35,Male,Urban,I do not identify with any religious group or faith,Spain,26-35
45f36cae-5b82-41a1-ab33-7901956ecbf7,18-25,Male,Urban,Buddhism,Germany,18-25
08b454f2-74a7-4baf-b137-fb95e0b9b47f,18-25,Male,Urban,Christianity,Poland,18-25
8406332e-8c52-45d1-8478-62b1d0f23451,56-65,Male,Urban,I do not identify with any religious group or faith,Canada,56-65
d8c981a6-2895-4000-a34a-56264099ec4f,36-45,Male,Urban,Christianity,Italy,36-45
55606484-8d39-41d7-801e-d788e255d76a,56-65,Male,Rural,I do not identify with any religious group or faith,Spain,56-65
9fed020a-4b51-46e2-ac29-29bcf6bcf920,18-25,Female,Rural,Hinduism,India,18-25
1ab091ac-9236-45a0-b4dd-abd47f64ae1f,26-35,Male,Urban,I do not identify with any religious group or faith,Brazil,26-35
affa6ec0-965f-43e3-bb5d-a128b3b2bef4,26-35,Female,Rural,Christianity,United States,26-35
69926edb-fa59-49f3-a952-92fcff0a75ac,26-35,Male,Urban,I do not identify with any religious group or faith,Chile,26-35
53a3c306-16f0-47f9-b6a7-fbe6d4a51845,18-25,Female,Urban,Christianity,Italy,18-25
7935c350-e04b-4e40-81a8-c4d2ba816de7,18-25,Male,Urban,Hinduism,India,18-25
0ce89b81-5620-4d17-8cd5-621de5fc7a12,46-55,Female,Urban,Islam,India,46-55
070c4ed1-a874-4735-9c2d-0d75e7e61ac8,18-25,Male,Urban,I do not identify with any religious group or faith,Hungary,18-25
8fa2e7f0-17a7-4251-95fc-e38d8f11577b,18-25,Male,Urban,Christianity,Canada,18-25
c1041f8e-b39f-417c-a09f-c832ca035d1c,46-55,Male,Urban,Christianity,Italy,46-55
f0f67abe-f8be-4797-b899-3fd4dfae3c94,18-25,Female,Urban,I do not identify with any religious group or faith,Ukraine,18-25
872fa11f-ac34-40d2-8df1-8c8d4713acd0,18-25,Male,Rural,Christianity,Poland,18-25
1b14b4d0-fcd6-42d0-8155-3aa984b63f28,26-35,Female,Urban,Christianity,Kenya,26-35
071dad7a-73b3-4a58-b017-2dceff252c6a,18-25,Male,Urban,Christianity,Netherlands,18-25
ca3dfdbf-3eb6-4d16-887c-12f162ecc931,18-25,Female,Urban,I do not identify with any religious group or faith,United States,18-25
5d2ffbfb-e7df-43ed-a523-b1e91b2589f8,18-25,Male,Urban,Christianity,Portugal,18-25
f6f94058-98d7-441e-b427-85300251b498,18-25,Male,Urban,Christianity,Chile,18-25
2e8ea351-92df-42a0-b2a3-905da7967952,26-35,Male,Urban,Christianity,Kenya,26-35
f938461d-41ba-4e10-9410-9f605de3e5a2,26-35,Male,Urban,I do not identify with any religious group or faith,Nigeria,26-35
cab03570-33fa-455b-98b1-3bedcd78402d,56-65,Female,Urban,Christianity,United States,56-65
f72f0008-1f9e-4cd5-8840-a2046fd9342e,26-35,Male,Urban,Christianity,Kenya,26-35
921cf60b-8fd2-4a88-a91d-951ac041a6a0,26-35,Male,Urban,I do not identify with any religious group or faith,United States,26-35
a262c590-7b9c-40fb-b3ff-123c868da44a,26-35,Female,Urban,Christianity,Kenya,26-35
81553250-feba-4a1d-9758-353cffb34fcd,26-35,Male,Urban,Christianity,Chile,26-35
1df60f94-621a-4a60-9a2c-be9089a557b4,26-35,Female,Rural,Christianity,United States,26-35
2d3268a1-bfbc-4ff5-809a-97ba5fdd45f6,18-25,Male,Urban,Christianity,Kenya,18-25
881e0bdc-1fa3-4ff9-89bc-4b1f3d1dd1d6,18-25,Male,Urban,Islam,Kenya,18-25
da3c0b93-5029-416a-b00f-6c3635bd8ab9,26-35,Male,Urban,I do not identify with any religious group or faith,United Kingdom,26-35
51baeba6-d34d-46bb-9719-49be7d5c63b0,46-55,Male,Urban,I do not identify with any religious group or faith,Israel,46-55
a81a5354-341b-45ff-b567-0b5c7fbe2ed0,18-25,Female,Urban,Islam,India,18-25
ff012524-1cfc-4935-83b0-0eeb0ff5ab50,26-35,Male,Urban,Buddhism,India,26-35
dc04e9cd-563a-4f2d-8f05-3607526d8717,26-35,Female,Urban,I do not identify with any religious group or faith,Israel,26-35
a9e7df2a-f03e-4a0c-9a89-713ee78081a3,26-35,Female,Rural,Christianity,Australia,26-35
f4bffb8f-650b-4f34-ac72-c24df7f7ab7b,18-25,Female,Urban,Islam,Indonesia,18-25
93a6cfea-6531-4aa4-87bc-9304b2b32187,26-35,Female,Urban,Christianity,Ukraine,26-35
613e035e-33bc-4f0f-9227-fdee187ec2a5,18-25,Male,Urban,I do not identify with any religious group or faith,United States,18-25
84f6ee9e-8906-4641-8368-007aeed33e43,18-25,Male,Urban,Hinduism,India,18-25
170fe95c-8148-44a6-b4c5-662b2d727801,18-25,Male,Urban,I do not identify with any religious group or faith,Mexico,18-25
805a4ffe-0763-478c-b829-4101eeb51bef,46-55,Female,Urban,Christianity,United States,46-55
7570b9bb-53ef-4250-9c55-ce400be95afa,26-35,Female,Urban,Islam,United Arab Emirates,26-35
f05d2d24-13a9-461f-b1cc-3ebe61a9cd9d,26-35,Male,Rural,I do not identify with any religious group or faith,Switzerland,26-35
5f0058e9-5173-49e5-95f2-879301f12b75,36-45,Female,Urban,I do not identify with any religious group or faith,United States,36-45
4f40b47c-88b9-4580-bded-3560c19cff81,36-45,Female,Urban,Christianity,Ukraine,36-45
373447d7-2bfd-45d9-84e9-d7923edd47b9,46-55,Male,Urban,I do not identify with any religious group or faith,Finland,46-55
525cae64-433d-4efc-bd04-00282ac9c63b,26-35,Female,Urban,I do not identify with any religious group or faith,United States,26-35
d294c52b-0497-4ff0-8a8a-5dd001017c77,26-35,Male,Urban,I do not identify with any religious group or faith,Chile,26-35
bc8f8d95-7a33-4819-b8a6-5ee0be40cd94,18-25,Female,Urban,Christianity,Ireland {Republic},18-25
e0c9cc58-c2fc-440f-821e-070824807cbb,26-35,Male,Urban,Islam,Pakistan,26-35
597b51d9-9b5e-4bc9-a088-dbae2ee1921a,26-35,Male,Urban,Christianity,Kenya,26-35
08e767f0-28cd-4cd9-b004-f22d944582ed,36-45,Female,Rural,Christianity,United States,36-45
b9208e58-2d97-48eb-b053-8cf1c01a7691,26-35,Male,Urban,I do not identify with any religious group or faith,Chile,26-35
51cdfbd3-40a5-4630-b81f-615d75c44f55,26-35,Male,Urban,Islam,Germany,26-35
76b7a0cd-7a05-4512-8cf9-4df719f55116,46-55,Female,Urban,Buddhism,Belgium,46-55
2aee6b49-c23b-4985-9973-d6a4cb7d9409,65+,Female,Urban,Christianity,United States,65+
61918686-f7af-4c4e-a8bf-937cd0e66ea7,26-35,Male,Urban,Christianity,United States,26-35
79c26b69-dc87-40d1-8c90-576b5910af34,26-35,Female,Urban,I do not identify with any religious group or faith,Turkey,26-35
f4719085-36de-4cbb-b2c8-89fab607bc60,26-35,Male,Rural,Christianity,Australia,26-35
d3ea9450-a09c-4862-b797-6afc881c2221,26-35,Male,Urban,Christianity,Canada,26-35
520f7084-7b8a-465f-8f0a-5d7f36d8abd3,56-65,Female,Urban,Christianity,Chile,56-65
a5ae0c2b-c8f6-4b8a-b55d-06ab14483c14,36-45,Male,Urban,I do not identify with any religious group or faith,United Kingdom,36-45
a44bc6fc-7a87-471a-9c3e-138cd604aa37,26-35,Male,Urban,I do not identify with any religious group or faith,Denmark,26-35
4bf584ce-fb31-4ae0-8df8-54a9d971b89f,18-25,Male,Urban,Islam,Indonesia,18-25
62268789-9dd4-42fe-9e2d-e2f94294b91c,26-35,Male,Rural,Christianity,United States,26-35
9fc2fbc8-d6a6-4784-8325-09897edaf039,26-35,Male,Urban,I do not identify with any religious group or faith,Croatia,26-35
b7856997-db76-4a89-9188-d3f8bcf32436,18-25,Male,Urban,I do not identify with any religious group or faith,Chile,18-25
095a8f2e-a0fd-4dbe-a337-3361ed380ae4,36-45,Male,Urban,I do not identify with any religious group or faith,China,36-45
8878dfee-d133-49fb-b133-552b82f1c512,46-55,Female,Urban,Christianity,United States,46-55
65adf924-69fa-452d-adda-ae73bde5f8c7,26-35,Female,Urban,Christianity,Australia,26-35
922bee8b-335c-4e64-bd9e-3097420fe1ea,46-55,Female,Rural,Christianity,United Kingdom,46-55
97024bf2-1b0f-42fc-a973-486a3d993fdf,26-35,Male,Urban,I do not identify with any religious group or faith,Slovakia,26-35
74e61796-50e6-452a-a160-3e8954726505,26-35,Female,Urban,Christianity,Chile,26-35
a481765b-21aa-48f4-9e3e-093550906a12,18-25,Female,Rural,Christianity,Peru,18-25
441947ca-9df3-4335-8f81-91c2324b4149,36-45,Male,Rural,Christianity,United States,36-45
c49411ab-c51c-4fd5-9145-4539d6ca6963,18-25,Male,Urban,I do not identify with any religious group or faith,Greece,18-25
9a9d529b-7afd-4064-911c-abb41417f283,26-35,Male,Urban,Christianity,Kenya,26-35
57e4f801-b149-4096-be74-3f7ed2fe6900,18-25,Male,Urban,I do not identify with any religious group or faith,Chile,18-25
3b22632e-256d-4069-bcdb-0e2ec2d1dc55,18-25,Male,Urban,I do not identify with any religious group or faith,Brazil,18-25
44a1edb1-0a08-48a0-90ba-f67e61c92532,18-25,Female,Urban,Islam,Palestine,18-25
9f0d5a6e-9448-45e1-82b6-14e0703c5d9e,18-25,Male,Urban,Christianity,Kenya,18-25
22c887f4-04cd-48f7-9c15-c8875983138d,36-45,Male,Rural,I do not identify with any religious group or faith,United States,36-45
43de481a-e5a2-4a03-8b47-c0d7437869be,18-25,Male,Rural,I do not identify with any religious group or faith,Poland,18-25
465f7972-de16-446f-ad35-0301c9680690,26-35,Male,Urban,Islam,Germany,26-35
6a90b964-f5ea-4eda-8208-41f3a1f1f760,26-35,Female,Rural,I do not identify with any religious group or faith,Germany,26-35
2a022285-e09f-481a-bf72-3f02e5e2d086,18-25,Male,Rural,Judaism,Israel,18-25
6bdce106-1eb8-4f21-b5dd-87918f0f621d,26-35,Male,Urban,I do not identify with any religious group or faith,Norway,26-35
90a9d51a-3bfe-4e2e-a4f1-cdce86057b37,26-35,Male,Urban,I do not identify with any religious group or faith,United States,26-35
6ce86408-df4a-4be4-9222-a4ef1070e0b2,26-35,Male,Urban,Christianity,Kenya,26-35
3732e591-05d0-4797-b866-94d9c453769b,36-45,Male,Urban,I do not identify with any religious group or faith,United Kingdom,36-45
f1c5925f-ee9c-4c94-8edd-91e1f45827be,26-35,Female,Urban,I do not identify with any religious group or faith,Mexico,26-35
2947c127-8458-44e4-8616-d8d1544c3c7e,26-35,Male,Urban,I do not identify with any religious group or faith,Austria,26-35
abd57533-7afa-431a-9813-021c19984689,18-25,Female,Urban,Judaism,Israel,18-25
2b40cfae-f850-4a09-9794-1cdd5d8c5e72,36-45,Male,Urban,I do not identify with any religious group or faith,Chile,36-45
1c94dbcd-440c-4523-b155-fb9a67571bb6,26-35,Male,Urban,Islam,Sweden,26-35
ac04fa16-4001-4d97-a573-9bd14e5d4e1c,26-35,Male,Urban,Islam,Pakistan,26-35
5f13af49-a17a-4e32-add9-6cb3840b2456,18-25,Male,Urban,Islam,India,18-25
184fd9d5-eba7-4321-b576-7ef3f2bdafbd,26-35,Male,Urban,Hinduism,India,26-35
28b48b1e-c446-4862-adbf-3f8ec9c4d4bd,18-25,Female,Urban,I do not identify with any religious group or faith,Slovakia,18-25
e72be9af-2da5-477e-a395-84dfc4acaa27,26-35,Male,Urban,Islam,United Kingdom,26-35
8db6eab5-009c-4de1-99db-459fe7dc3f36,56-65,Male,Urban,Christianity,Chile,56-65
c8922ebc-ea80-4dd0-8af2-f455ece1cac0,26-35,Male,Urban,Christianity,Kenya,26-35
7620d22d-0f07-4f29-925e-d2b4509e9156,36-45,Female,Urban,Christianity,United States,36-45
073a598e-da3f-4aa1-a4a4-03b25d08d455,26-35,Male,Urban,I do not identify with any religious group or faith,China,26-35
c72df9c5-b9a8-493d-ad36-856a1e7c217b,18-25,Male,Urban,Christianity,Kenya,18-25
d75c5952-ba11-4fc8-895e-3caf9f0f25b3,18-25,Male,Urban,Judaism,Israel,18-25
6b6ef639-6778-42b3-bced-c2496558f72d,26-35,Male,Urban,Christianity,New Zealand,26-35
11a06cd1-3a2c-4b8c-88c2-d285ed5fd5e7,26-35,Female,Urban,I do not identify with any religious group or faith,Chile,26-35
08130993-a213-4943-8aca-5cd73e35e4c4,26-35,Male,Urban,Christianity,Chile,26-35
2d33bd32-ca14-4ab2-813e-8b1eb0fea04d,26-35,Male,Urban,Islam,Germany,26-35
73f5b618-2750-405a-8e4d-1138eea2741d,46-55,Female,Urban,Christianity,Brazil,46-55
3912363f-da9c-4262-962f-c2867455b6ab,36-45,Female,Urban,Christianity,United States,36-45
1c171b94-532c-4797-bc37-7bb71fd46517,46-55,Male,Urban,Christianity,Georgia,46-55
771809db-d9d4-49df-b65d-9ffa7d4b58e9,18-25,Male,Urban,Judaism,Israel,18-25
a924301a-9363-4d89-a3c8-103547c550f5,26-35,Female,Urban,Hinduism,India,26-35
f3d2991c-5957-4601-9bdb-90324415ba3a,26-35,Male,Urban,Christianity,Brazil,26-35
f51eaa2d-8663-438d-8d1c-de5de72b65ca,26-35,Female,Urban,Islam,Turkey,26-35
0759dd91-6efe-4e67-a15d-7697bf923336,26-35,Male,Rural,I do not identify with any religious group or faith,United States,26-35
05c70182-2498-4368-a8d1-d7592e49cdcb,26-35,Male,Urban,Christianity,United States,26-35
