participant_id,age,gender,environment,religion,country,age_group
b04a2b5e-2f5e-49b3-bdf8-9e9766315584,26-35,Male,Urban,Christianity,Kenya,26-35
f3ada7fa-7931-48a0-a98a-3883eac77fb1,18-25,Female,Urban,Christianity,Kenya,18-25
54a36a71-3c52-4722-be3c-475648938449,18-25,Female,Urban,Islam,Algeria,18-25
719b7864-77f6-4141-805c-9a30f6ba40eb,26-35,Female,Urban,Other religious group,Chile,26-35
4f8ce07e-8b8d-4c54-b7c1-491c6ddb549f,36-45,Male,Urban,I do not identify with any religious group or faith,Mexico,36-45
cd64b718-02cf-40fe-87a6-ab90a5a51bce,18-25,Male,Urban,Christianity,Croatia,18-25
a8a5661b-a852-4b75-bc3b-8d77d597c387,18-25,Male,Urban,I do not identify with any religious group or faith,Mexico,18-25
14e13b06-73a2-4302-958c-9e38fdeb5184,36-45,Female,Urban,Christianity,Germany,36-45
b64fe4be-5142-4146-8307-cb0ea5f6342c,18-25,Male,Rural,I do not identify with any religious group or faith,Poland,18-25
ab5bd16c-4d12-4cf4-bdd2-249af3dd998b,18-25,Female,Urban,Other religious group,India,18-25
7a641c14-ea6a-4d6e-ab4a-e11664b5a3a5,18-25,Male,Rural,I do not identify with any religious group or faith,Finland,18-25
a0be0805-98f8-4d25-95cf-d0ce31ce2c35,26-35,Female,Urban,Christianity,Kenya,26-35
e392d006-cb40-4ffc-9ba2-2015385aecbd,18-25,Male,Urban,Christianity,Poland,18-25
084a8e35-7e2c-4fb0-ba52-a92b25c1ee41,46-55,Male,Urban,I do not identify with any religious group or faith,United States,46-55
a81eb05b-c643-4d34-9343-1e94b5e3a2db,26-35,Male,Urban,Hinduism,India,26-35
4315988e-dce4-44b1-8ac3-1330559c75da,36-45,Female,Urban,Hinduism,India,36-45
58dea75b-9987-42a6-b443-c6cd932e2646,26-35,Male,Urban,Christianity,Kenya,26-35
13627f41-fee1-4692-aa39-687361ca810c,46-55,Male,Rural,I do not identify with any religious group or faith,Spain,46-55
8e672d8b-f597-49dc-be6e-88d7bcd3816a,26-35,Female,Urban,Christianity,Chile,26-35
e0a5118b-d8a2-4e99-aee5-876d9ec8814d,26-35,Female,Urban,I do not identify with any religious group or faith,Italy,26-35
4022caef-f140-4716-bc18-e632faef1af9,26-35,Male,Urban,Christianity,Kenya,26-35
faae9f14-aa8b-471d-a7d1-32727102466a,26-35,Male,Urban,Hinduism,India,26-35
8a3e1ee1-700d-49ea-b1a9-a37b490900e3,26-35,Male,Urban,Christianity,Spain,26-35
3d270535-9617-4245-a19f-a0dbaf83584a,36-45,Female,Urban,I do not identify with any religious group or faith,Spain,36-45
eb0246cc-6c93-4bf4-b703-e1640d6c37e0,26-35,Male,Urban,Christianity,Kenya,26-35
7d377387-6510-4299-8315-85c69017dd80,18-25,Female,Rural,I do not identify with any religious group or faith,France,18-25
7f30b1e2-8f7d-4cf3-a9ef-20f6db69e3dc,46-55,Male,Urban,Judaism,Israel,46-55
80e94f01-ce89-421f-b77d-979e209b75e7,26-35,Male,Urban,Christianity,Kenya,26-35
10750e6a-3452-4941-bfac-28a060c808a9,18-25,Male,Urban,Christianity,Kenya,18-25
6d8e641e-c9f2-4f26-b58a-9d0051ae5a6d,26-35,Male,Rural,Christianity,Netherlands,26-35
75ce21a6-8fe1-47a5-aae6-1ae3d8640cdd,36-45,Male,Urban,Christianity,Kenya,36-45
9955152d-0806-41a6-b7c8-ba92a4206224,56-65,Male,Urban,I do not identify with any religious group or faith,Italy,56-65
20e78ce3-0e12-465d-a6c1-4b18fe7ab709,18-25,Male,Urban,Christianity,Kenya,18-25
9f92a56b-ef3c-40d9-9972-28b893141b91,18-25,Female,Rural,I do not identify with any religious group or faith,Germany,18-25
82cfe3cc-f8ff-4570-b536-4d68f8713c61,18-25,Male,Urban,Christianity,Spain,18-25
62820303-a21d-4c3d-9798-a63d100b905f,18-25,Female,Urban,Christianity,France,18-25
7cc8ee2f-ca73-4d61-b135-2a2cee7e6364,26-35,Male,Urban,Islam,India,26-35
3c69c465-4e0d-4305-98bd-4668cf84a435,26-35,Male,Urban,Christianity,Kenya,26-35
094cd245-0e94-4f3d-b479-5b64e575019c,18-25,Female,Urban,Christianity,Kenya,18-25
1fe60dc2-3bd3-4a96-8501-171aff2f0ede,18-25,Male,Urban,I do not identify with any religious group or faith,Sweden,18-25
e767c19d-dd9a-4668-98bf-dbd2b8946f6b,46-55,Female,Urban,I do not identify with any religious group or faith,Israel,46-55
10f63a47-3510-47a5-9594-2eeed8af8d59,26-35,Male,Urban,Christianity,Spain,26-35
5e0a3fbe-43f9-4d71-920f-b5fad35103da,18-25,Female,Urban,I do not identify with any religious group or faith,Israel,18-25
c4430aa6-95f9-4f16-8a36-dc39e0935e66,18-25,Male,Urban,I do not identify with any religious group or faith,France,18-25
93b7b9e3-bca1-421d-88aa-ed600d14c233,26-35,Female,Urban,Christianity,Australia,26-35
09986c8b-342d-417c-a716-2b677f98fd73,36-45,Female,Urban,Christianity,Brazil,36-45
93bf9665-9dc8-48ea-950c-451ba755cebd,36-45,Male,Urban,Islam,India,36-45
ee0b4789-147b-4583-86e8-9b54defc841d,46-55,Male,Urban,Other religious group,Belgium,46-55
a52ba483-33a2-408c-a91b-c56dc024a30f,26-35,Male,Urban,Christianity,Kenya,26-35
9ef77dc5-3750-4bd9-8af3-c7292684473b,26-35,Female,Urban,Christianity,United Kingdom,26-35
8eebc575-068d-4b73-b091-3563a95fa0be,18-25,Male,Urban,Hinduism,India,18-25
7df9fdc6-8da2-4b83-ab90-f1278d17cd85,18-25,Female,Urban,Christianity,Kenya,18-25
2b95fc35-f4de-44a9-a5f9-2cf971b53ff5,26-35,Female,Urban,Other religious group,Mexico,26-35
034f3355-669c-4e9c-a577-17e821633ddb,18-25,Female,Urban,Hinduism,India,18-25
ad7e1a08-d003-4a41-8058-bcb08f23db73,18-25,Male,Rural,I do not identify with any religious group or faith,France,18-25
bb0b5efc-52a6-4e19-b37b-07d049e50772,18-25,Female,Urban,Buddhism,United Kingdom,18-25
137be5a6-74ee-4f2b-b281-96a5b9b89976,36-45,Male,Urban,Buddhism,Poland,36-45
10260202-5539-4e1c-bee8-20051fc1ec79,46-55,Female,Urban,Christianity,Italy,46-55
6bb50096-64d9-499b-ba0b-212b6486250a,18-25,Male,Urban,Hinduism,India,18-25
439832e2-50f8-49b9-b544-8ec3255ff5b9,56-65,Female,Rural,Christianity,Germany,56-65
676991a0-838a-48ef-a799-caa28a6de012,36-45,Male,Urban,Christianity,United States,36-45
3cb4ea33-2c32-49ac-85a7-aa0d5b95d301,26-35,Female,Urban,Christianity,Poland,26-35
200f732b-cc1c-4f26-85ef-7e5207b74917,18-25,Male,Urban,Christianity,United States,18-25
5425003a-8178-409c-98aa-cd1bd2b9ffeb,18-25,Female,Urban,Christianity,Kenya,18-25
93301519-d505-4b9a-81cc-ff8d1a3c3b7b,18-25,Male,Urban,Christianity,Germany,18-25
210446d7-6a13-445a-b639-2ac439dcd3b5,26-35,Male,Urban,Christianity,Kenya,26-35
c7a33935-eb5a-4e3c-ac16-f4123fdf2573,26-35,Male,Urban,I do not identify with any religious group or faith,Chile,26-35
e4ccfec9-e137-43dd-a078-1bf84c9f27fc,26-35,Male,Urban,I do not identify with any religious group or faith,Chile,26-35
de5271df-802b-47f8-a7e6-830512da2e81,18-25,Male,Rural,Christianity,Slovakia,18-25
070199a4-5e61-4cf9-b509-bccc5c7204de,18-25,Male,Urban,Christianity,Italy,18-25
902e1c89-88ba-4fb1-bcbb-18e63b1cd346,18-25,Female,Urban,Hinduism,India,18-25
f3f921cc-c1d2-45de-9102-cac77667f36d,26-35,Male,Urban,Islam,Turkey,26-35
ed6b32a4-af37-4656-bd02-e3d1d672b0fc,36-45,Male,Urban,Christianity,Denmark,36-45
95c7d6fc-fe60-4c99-940b-8d434f3bf420,46-55,Male,Urban,I do not identify with any religious group or faith,Israel,46-55
5b27c0a2-0725-4dbd-9cce-0c7de1803300,26-35,Female,Urban,I do not identify with any religious group or faith,Germany,26-35
55e38d3d-f49a-405d-814b-165e6b6f1ee6,26-35,Male,Urban,I do not identify with any religious group or faith,Italy,26-35
766157ec-ecbd-458f-9d92-8277c66495e5,18-25,Female,Urban,I do not identify with any religious group or faith,Brazil,18-25
a54db7b2-e140-4fad-a0f2-86d7e3a2a58e,36-45,Female,Urban,I do not identify with any religious group or faith,United States,36-45
4804488f-ce02-40da-b6c2-831c33be5bc0,26-35,Male,Urban,Christianity,Kenya,26-35
8cd0ce45-c73b-4b7b-ade0-07d1c7455046,26-35,Male,Urban,I do not identify with any religious group or faith,Slovakia,26-35
84a2e691-1682-42d0-9fa3-2f7373125e76,26-35,Female,Urban,I do not identify with any religious group or faith,United Kingdom,26-35
994c4648-4fec-48ba-8c7f-996798466769,36-45,Male,Urban,Judaism,Israel,36-45
fee24bcd-7b09-482f-99db-43b25a6cd351,26-35,Female,Rural,I do not identify with any religious group or faith,Germany,26-35
268499e2-83d2-442c-a09b-cb342c362404,26-35,Male,Urban,Christianity,Kenya,26-35
6efcd19a-a0d6-416e-9a2f-50332f00c162,36-45,Male,Urban,Islam,Turkey,36-45
43c37234-420c-45c4-bd51-4bd85593762d,26-35,Female,Urban,Hinduism,India,26-35
c7244ec8-6baa-401a-8759-48aed8e126aa,36-45,Female,Urban,Christianity,United States,36-45
966202c9-d7ba-48b6-9998-4d8225c59344,36-45,Male,Urban,Hinduism,India,36-45
5f9228fa-a54d-469b-b679-65fac0b6287a,18-25,Female,Urban,Christianity,India,18-25
5d2b4ffb-3a8e-4b0d-afad-9641bb4cf4d6,18-25,Male,Urban,Islam,India,18-25
18c76933-8731-4e6c-8dc5-6be9d9d19214,18-25,Male,Urban,I do not identify with any religious group or faith,Poland,18-25
3d5ddcc6-3779-4556-964f-1fc88dd05882,36-45,Male,Urban,Buddhism,Chile,36-45
18f0854f-febd-4a17-8c36-ae5f905f1e35,36-45,Female,Urban,Islam,United Kingdom,36-45
2f7ef803-1f7d-4dff-8e65-494699f63a87,26-35,Male,Urban,Christianity,Brazil,26-35
4bba9347-8c6a-4493-a9c1-fdbcf2574efe,26-35,Male,Urban,Islam,Indonesia,26-35
f5d7d565-75bd-42d6-bf1e-6e2093dfdab7,18-25,Female,Urban,Christianity,Mexico,18-25
17e78615-e919-48d5-ae80-ea5d56c334ca,26-35,Male,Urban,I do not identify with any religious group or faith,Chile,26-35
49a524c5-71f4-4240-ab59-660319ebb921,26-35,Male,Urban,I do not identify with any religious group or faith,Chile,26-35
da5505a8-4149-4c67-8639-1e1a99cab570,36-45,Male,Rural,Islam,United Kingdom,36-45
d8a7fb0d-ce7f-4c17-aed5-ed4de572fe89,18-25,Male,Urban,Christianity,Ukraine,18-25
fa75a817-82c9-4a72-8d7a-0686331fd8db,26-35,Male,Urban,I do not identify with any religious group or faith,Chile,26-35
75b4a46a-315f-46eb-926b-dafe0fdcdcb1,26-35,Male,Urban,I do not identify with any religious group or faith,Kenya,26-35
27c9bfcf-f31e-414c-a976-769f145fcaa6,26-35,Male,Urban,I do not identify with any religious group or faith,Italy,26-35
9fe12885-1998-4c37-a7a4-dd67b2099df8,36-45,Male,Urban,I do not identify with any religious group or faith,United States,36-45
db373e9e-b22e-44b3-a1c1-4b9a7699a8ac,26-35,Female,Urban,Other religious group,Kenya,26-35
d8770d6a-3728-4919-928f-8a99fe9e9941,36-45,Male,Urban,I do not identify with any religious group or faith,France,36-45
cd17f8b7-1259-4213-8e51-41a7807449c8,26-35,Female,Urban,Christianity,United States,26-35
213c7926-08d0-4bb6-8b56-4ca5f75fa0ee,18-25,Male,Urban,Christianity,Germany,18-25
e1560907-760a-4c3f-8a46-c1ab64d3bc65,46-55,Female,Urban,Christianity,Canada,46-55
9a655a21-73f7-4945-b978-031ad42c1410,18-25,Female,Urban,Christianity,Slovakia,18-25
f0ffeb6b-ac59-415b-bbb8-6a0a61cc21cf,26-35,Male,Rural,I do not identify with any religious group or faith,Portugal,26-35
ed181e9b-e704-4347-9e74-0b0026af3c24,36-45,Male,Urban,Christianity,United States,36-45
df7bb24a-8ae7-4310-ac6b-c79d68a830f6,18-25,Female,Urban,I do not identify with any religious group or faith,United Kingdom,18-25
9404a62c-ba01-46fd-aa89-906759c6a487,18-25,Female,Rural,I do not identify with any religious group or faith,United States,18-25
af7648b1-9d00-4947-a99a-8134b56e09f1,36-45,Female,Urban,Hinduism,India,36-45
f46fad69-0bdd-4968-9bf5-02ee6ee5228d,18-25,Male,Urban,Christianity,Kenya,18-25
7294ec3b-4e52-45af-9ef2-c8e30a54eb67,36-45,Male,Rural,Christianity,United States,36-45
4c0d904e-34e7-41d4-82f6-435525fda308,26-35,Male,Urban,Christianity,Ukraine,26-35
6356fee4-44aa-4bd3-ac95-c8bc63beb1e4,26-35,Male,Urban,I do not identify with any religious group or faith,Chile,26-35
18a86830-b6f5-426f-8b2c-beb86fd7a23b,46-55,Male,Urban,Islam,France,46-55
c1dbb11d-64ed-45b0-a961-f2808cb15bd6,36-45,Male,Urban,Christianity,Indonesia,36-45
3d8d5013-c5ad-45b4-b609-387eb0cffe37,26-35,Male,Urban,Hinduism,India,26-35
b9d8623c-9508-4f53-b9ba-eb1d6c8595e2,26-35,Male,Urban,Islam,Turkey,26-35
cfa6bdea-8c6f-428e-95f2-942d39710e13,36-45,Female,Urban,I do not identify with any religious group or faith,Germany,36-45
cbf261ba-deb5-46c7-b56c-a0bf358e7213,26-35,Male,Urban,Christianity,Kenya,26-35
ea712d96-5323-4723-88e2-a373bf337475,65+,Female,Urban,Christianity,United States,65+
a3915d1e-9be7-4aad-b207-4f42f226f803,26-35,Female,Urban,Christianity,Kazakhstan,26-35
0dcd4e0f-a663-42c0-b801-5bb9744a0119,26-35,Female,Urban,Christianity,Kenya,26-35
aeb7cfc7-d45d-4dbd-b5e1-eca7c75cc5e0,36-45,Female,Urban,I do not identify with any religious group or faith,Brazil,36-45
de39e72c-fc45-4556-a102-9f13553765f7,26-35,Female,Urban,Christianity,Kenya,26-35
dd3f4c81-4e65-43c4-9cc1-5306b0d792c6,26-35,Female,Urban,I do not identify with any religious group or faith,Germany,26-35
bfed74bc-22e9-4154-978f-d70ed794f566,18-25,Female,Urban,Christianity,United Kingdom,18-25
e9c36504-7913-45f9-8f0b-63de585f6612,18-25,Female,Urban,I do not identify with any religious group or faith,China,18-25
6fe7d62b-40ec-4300-9ca9-137bf3bc8201,18-25,Male,Rural,Christianity,United States,18-25
97c7fb1d-68b2-4bf2-ab65-6e4218bf79fe,36-45,Male,Urban,I do not identify with any religious group or faith,United States,36-45
49d4f251-42e9-407a-8419-af6becb4277f,65+,Female,Rural,I do not identify with any religious group or faith,United States,65+
55c74343-7b04-40c8-b6e6-10c04e7d82cf,18-25,Female,Rural,I do not identify with any religious group or faith,United States,18-25
86861e7e-dde6-4421-9c93-b2710d0c0e77,18-25,Female,Rural,Christianity,Kenya,18-25
f053c464-01d0-4d27-ae82-39ab63a58e81,26-35,Male,Urban,Christianity,South Africa,26-35
efa4624c-0cde-4cef-99ca-0c693ea6d2c5,36-45,Male,Urban,Christianity,Denmark,36-45
2ee31527-d388-4083-beeb-397dd0cf5226,18-25,Female,Urban,Buddhism,Brazil,18-25
ea94f8ef-a077-40c4-813d-d06602220f68,18-25,Female,Urban,Hinduism,India,18-25
b7e5ccf4-da1d-4acc-b22b-02b973fbe6d9,36-45,Male,Urban,I do not identify with any religious group or faith,Germany,36-45
2e22d920-d25b-4d3e-99a1-fdc1c77096c0,18-25,Male,Urban,Christianity,Kenya,18-25
f45153be-31f2-4f8d-8adb-ba4a64290fa0,18-25,Female,Urban,Islam,Algeria,18-25
d3cf3622-6b70-4872-8741-adc4e7ced232,26-35,Male,Urban,Hinduism,India,26-35
d1192439-d62d-42f7-b51d-c39028508e2d,26-35,Female,Urban,Hinduism,India,26-35
4c964ffd-34d1-4e08-b3c8-e72bfe0c731b,26-35,Female,Urban,Judaism,Israel,26-35
3e12d974-c3f4-46ff-a821-c8463d9b3425,36-45,Male,Urban,I do not identify with any religious group or faith,Netherlands,36-45
1a791cd8-0a61-4a77-be00-115e4a5aca9c,18-25,Male,Urban,Christianity,United States,18-25
8f7ddc78-7435-4003-aa32-c34cd3de6cfb,36-45,Male,Urban,I do not identify with any religious group or faith,Brazil,36-45
4ebcc244-e506-40ea-acc8-ad92ae6eddce,36-45,Male,Urban,I do not identify with any religious group or faith,Chile,36-45
92b4cbba-fb4b-488d-92d6-35c7b794caa6,46-55,Male,Urban,Islam,United Kingdom,46-55
1043e55b-0e53-4fc2-961c-cda1182698a0,18-25,Male,Urban,Hinduism,India,18-25
550576a2-c0b6-4b75-99ae-2fb6c9407d73,26-35,Male,Urban,Hinduism,India,26-35
76952023-3cec-48d4-b898-e3b4f08da77b,26-35,Female,Urban,Christianity,Kenya,26-35
0a37658a-2d20-4c3d-b9c3-d398911686a3,18-25,Female,Urban,Judaism,Israel,18-25
c8542667-633b-4327-801e-41d9347a8813,18-25,Female,Urban,Christianity,India,18-25
6c9cb2ed-9c46-4228-89dc-e9011e59a37a,26-35,Male,Urban,I do not identify with any religious group or faith,Portugal,26-35
9807eee6-ff95-4101-baaa-4d0199ae6c8e,36-45,Male,Urban,I do not identify with any religious group or faith,United States,36-45
f38dca05-20b9-44d0-9d15-842acc2436fd,26-35,Male,Urban,Hinduism,India,26-35
f743c4b5-f343-4e08-847e-2cbf18f52467,36-45,Male,Urban,I do not identify with any religious group or faith,Israel,36-45
555c6eaf-cb2b-483c-a953-bc00f7557669,36-45,Female,Urban,I do not identify with any religious group or faith,United Kingdom,36-45
f9a3e56a-1fbd-4333-bf52-b981810427fd,18-25,Female,Urban,Christianity,Kenya,18-25
b68bce8b-b6ad-4b83-84c3-6275bbb281bf,26-35,Male,Urban,Christianity,Kenya,26-35
d132c253-7234-4426-aeb2-3d20803b124f,18-25,Male,Urban,Christianity,Kenya,18-25
a6deead2-c92c-4d6e-8cea-7cf8c4151cc3,18-25,Female,Urban,Buddhism,Japan,18-25
fda9e250-7dc7-4469-8d06-4fbe3b1b37ca,18-25,Male,Urban,Christianity,Kenya,18-25
31f44025-5b8b-41fc-85e3-df58cb41c5dc,18-25,Male,Urban,Hinduism,India,18-25
8fba3eef-db80-4a8a-9fd5-92876d3d2eb2,36-45,Female,Urban,Christianity,Indonesia,36-45
5a3577e0-b328-49a7-abae-b8740351ef8c,36-45,Female,Urban,I do not identify with any religious group or faith,Chile,36-45
cdcee2a1-5b58-4c9c-8381-f9753ee320ac,26-35,Female,Urban,Other religious group,Brazil,26-35
8f6155a9-cec1-4448-9a64-99edbe4740fd,26-35,Female,Urban,I do not identify with any religious group or faith,Brazil,26-35
1e672d04-fe5a-44f2-846e-2f02c84fb9ab,36-45,Female,Rural,Christianity,United States,36-45
