participant_id,country,gender,age,age_group,religion,environment,year,wave,survey
272,Argentina,Female,30.0,26-35,Christianity,Urban,1984,1,WVS_Wave_1
273,Argentina,Male,21.0,18-25,Christianity,Urban,1984,1,WVS_Wave_1
274,Argentina,Male,55.0,46-55,Christianity,Urban,1984,1,WVS_Wave_1
275,Argentina,Female,48.0,46-55,Christianity,Urban,1984,1,WVS_Wave_1
276,Argentina,Male,45.0,36-45,Christianity,Urban,1984,1,WVS_Wave_1
277,Argentina,Female,46.0,46-55,Christianity,Urban,1984,1,WVS_Wave_1
278,Argentina,Male,65.0,56-65,Christianity,Urban,1984,1,WVS_Wave_1
279,Argentina,Male,29.0,26-35,Christianity,Urban,1984,1,WVS_Wave_1
280,Argentina,Female,22.0,18-25,Christianity,Urban,1984,1,WVS_Wave_1
281,Argentina,Female,64.0,56-65,Christianity,Urban,1984,1,WVS_Wave_1
282,Argentina,Female,62.0,56-65,Christianity,Urban,1984,1,WVS_Wave_1
283,Argentina,Male,24.0,18-25,Christianity,Urban,1984,1,WVS_Wave_1
284,Argentina,Male,46.0,46-55,Christianity,Urban,1984,1,WVS_Wave_1
285,Argentina,Female,66.0,66+,Christianity,Urban,1984,1,WVS_Wave_1
286,Argentina,Female,27.0,26-35,Christianity,Urban,1984,1,WVS_Wave_1
287,Argentina,Female,22.0,18-25,Christianity,Urban,1984,1,WVS_Wave_1
288,Argentina,Male,46.0,46-55,Christianity,Urban,1984,1,WVS_Wave_1
289,Argentina,Female,47.0,46-55,Christianity,Urban,1984,1,WVS_Wave_1
290,Argentina,Male,65.0,56-65,Judaism,Urban,1984,1,WVS_Wave_1
291,Argentina,Male,32.0,26-35,Unaffiliated,Urban,1984,1,WVS_Wave_1
292,Argentina,Female,39.0,36-45,Christianity,Urban,1984,1,WVS_Wave_1
293,Argentina,Male,30.0,26-35,Unaffiliated,Urban,1984,1,WVS_Wave_1
294,Argentina,Female,24.0,18-25,Christianity,Urban,1984,1,WVS_Wave_1
295,Argentina,Male,22.0,18-25,Christianity,Urban,1984,1,WVS_Wave_1
296,Argentina,Male,34.0,26-35,Christianity,Urban,1984,1,WVS_Wave_1
297,Argentina,Male,34.0,26-35,Christianity,Urban,1984,1,WVS_Wave_1
298,Argentina,Male,24.0,18-25,Christianity,Urban,1984,1,WVS_Wave_1
299,Argentina,Female,25.0,18-25,Christianity,Urban,1984,1,WVS_Wave_1
300,Argentina,Male,30.0,26-35,Christianity,Urban,1984,1,WVS_Wave_1
301,Argentina,Female,25.0,18-25,Christianity,Urban,1984,1,WVS_Wave_1
302,Argentina,Male,44.0,36-45,Unaffiliated,Urban,1984,1,WVS_Wave_1
303,Argentina,Male,55.0,46-55,Christianity,Urban,1984,1,WVS_Wave_1
304,Argentina,Female,52.0,46-55,Christianity,Urban,1984,1,WVS_Wave_1
305,Argentina,Male,32.0,26-35,Christianity,Urban,1984,1,WVS_Wave_1
306,Argentina,Female,65.0,56-65,Christianity,Urban,1984,1,WVS_Wave_1
307,Argentina,Female,24.0,18-25,Christianity,Urban,1984,1,WVS_Wave_1
308,Argentina,Male,44.0,36-45,Christianity,Urban,1984,1,WVS_Wave_1
309,Argentina,Male,33.0,26-35,Christianity,Urban,1984,1,WVS_Wave_1
310,Argentina,Male,39.0,36-45,Christianity,Urban,1984,1,WVS_Wave_1
311,Argentina,Male,31.0,26-35,Christianity,Urban,1984,1,WVS_Wave_1
312,Argentina,Female,62.0,56-65,Christianity,Urban,1984,1,WVS_Wave_1
313,Argentina,Female,22.0,18-25,Christianity,Urban,1984,1,WVS_Wave_1
314,Argentina,Female,54.0,46-55,Christianity,Urban,1984,1,WVS_Wave_1
315,Argentina,Female,55.0,46-55,Christianity,Urban,1984,1,WVS_Wave_1
316,Argentina,Female,54.0,46-55,Christianity,Urban,1984,1,WVS_Wave_1
317,Argentina,Male,42.0,36-45,Christianity,Urban,1984,1,WVS_Wave_1
318,Argentina,Female,42.0,36-45,Christianity,Urban,1984,1,WVS_Wave_1
319,Argentina,Female,23.0,18-25,Christianity,Urban,1984,1,WVS_Wave_1
320,Argentina,Male,35.0,26-35,Christianity,Urban,1984,1,WVS_Wave_1
321,Argentina,Male,23.0,18-25,Christianity,Urban,1984,1,WVS_Wave_1
322,Argentina,Female,40.0,36-45,Christianity,Urban,1984,1,WVS_Wave_1
323,Argentina,Male,79.0,66+,Christianity,Urban,1984,1,WVS_Wave_1
324,Argentina,Male,45.0,36-45,Christianity,Urban,1984,1,WVS_Wave_1
325,Argentina,Male,23.0,18-25,Christianity,Urban,1984,1,WVS_Wave_1
326,Argentina,Female,32.0,26-35,Christianity,Urban,1984,1,WVS_Wave_1
327,Argentina,Female,47.0,46-55,Christianity,Urban,1984,1,WVS_Wave_1
328,Argentina,Female,59.0,56-65,Christianity,Urban,1984,1,WVS_Wave_1
329,Argentina,Male,20.0,18-25,Christianity,Urban,1984,1,WVS_Wave_1
330,Argentina,Female,25.0,18-25,Christianity,Urban,1984,1,WVS_Wave_1
