stratum,n_questions,mean_variance,median_variance,std_variance,min_variance,max_variance,consensus_score,dimension
Southern Asia × Other religious group,66,0.08371212121212122,0.05625,0.09194524723681943,0.0,0.30000000000000004,0.9162878787878788,Region × Religion
Southern Asia × Hinduism,66,0.05844676425492633,0.058547079552919254,0.05660734612276761,0.0,0.2443174603174603,0.9415532357450737,Region × Religion
South America × Buddhism,66,0.09185606060606062,0.04166666666666667,0.11335587226253596,0.0,0.33333333333333337,0.9081439393939393,Region × Religion
Eastern Africa × Other religious group,58,0.09752155172413793,0.015625,0.15701081862353797,0.0,0.5,0.9024784482758621,Region × Religion
South America × Christianity,66,0.06851777545899182,0.06952658303464755,0.062015800855909416,0.0,0.25591397849462355,0.9314822245410082,Region × Religion
Southern Asia × I do not identify with any religious group or faith,66,0.0611609735662766,0.059294871794871785,0.06348704529440923,0.0,0.2692307692307693,0.9388390264337234,Region × Religion
Western Asia × I do not identify with any religious group or faith,66,0.07680108366661398,0.06919006919006918,0.06585070484914864,0.0,0.2857142857142857,0.923198916333386,Region × Religion
Southern Europe × I do not identify with any religious group or faith,66,0.06796328671328672,0.06404532967032968,0.06164819293623457,0.0,0.2637362637362637,0.9320367132867133,Region × Religion
Eastern Africa × Islam,66,0.061510942760942766,0.03854166666666667,0.07177263716053124,0.0,0.3,0.9384890572390572,Region × Religion
South-eastern Asia × I do not identify with any religious group or faith,66,0.07039986353433324,0.06060606060606061,0.06816399881887018,0.0,0.27272727272727265,0.9296001364656667,Region × Religion
South America × Other religious group,66,0.06841856060606061,0.03125,0.09247824968138102,0.0,0.3333333333333333,0.9315814393939394,Region × Religion
Western Europe × Other religious group,57,0.09210526315789473,0.03125,0.14533369759456918,0.0,0.5,0.9078947368421053,Region × Religion
Northern Africa × Islam,66,0.07008855181151658,0.0735103046594982,0.054197729954260664,0.0,0.2258064516129032,0.9299114481884834,Region × Religion
Western Europe × Christianity,66,0.05664532227032226,0.04352678571428571,0.06427718554716098,0.0,0.26785714285714285,0.9433546777296777,Region × Religion
Central America × Christianity,66,0.06442550505050505,0.04166666666666667,0.074282226294474,0.0,0.30000000000000004,0.935574494949495,Region × Religion
Eastern Europe × I do not identify with any religious group or faith,66,0.06190651923648247,0.05286458333333333,0.06227101604203603,0.0,0.2625,0.9380934807635175,Region × Religion
Eastern Asia × I do not identify with any religious group or faith,66,0.05634178587333907,0.04961703998519067,0.05432838381433034,0.0,0.2359525899912204,0.943658214126661,Region × Religion
Australia and New Zealand × Christianity,66,0.09595959595959595,0.020833333333333336,0.12281758482369003,0.0,0.33333333333333337,0.9040404040404041,Region × Religion
South-eastern Asia × Islam,66,0.062233997861900335,0.053387268847795155,0.06258074354847762,0.0,0.25604551920341395,0.9377660021380997,Region × Religion
Central America × Other religious group,58,0.09159482758620689,0.03125,0.14747585152692275,0.0,0.5,0.9084051724137931,Region × Religion
Western Asia × Judaism,66,0.06936395927565361,0.05555555555555555,0.06856222987987685,0.0,0.2651515151515152,0.9306360407243464,Region × Religion
Christianity,64,0.08723958333333334,0.020833333333333336,0.11755584471902776,0.0,0.33333333333333337,0.9127604166666666,Region × Religion
Western Asia × Christianity,57,0.15405701754385964,0.03125,0.19553854455552858,0.0,0.5,0.8459429824561404,Region × Religion
Northern America × Islam,66,0.05848765432098765,0.029761904761904764,0.07012550483308445,0.0,0.28571428571428564,0.9415123456790123,Region × Religion
Australia and New Zealand × I do not identify with any religious group or faith,66,0.06641543577307465,0.04352678571428571,0.06735368157979461,0.0,0.25,0.9335845642269254,Region × Religion
Western Asia × Islam,66,0.06147131488040579,0.04837662337662337,0.06693341327535927,0.0,0.2727272727272727,0.9385286851195942,Region × Religion
Eastern Europe × Islam,66,0.08491161616161616,0.020833333333333336,0.11447197332322266,0.0,0.33333333333333337,0.9150883838383839,Region × Religion
Southern Asia × Christianity,66,0.06570512820512821,0.046474358974358976,0.07418244823563551,0.0,0.2692307692307693,0.9342948717948718,Region × Religion
Northern America × Hinduism,60,0.07864583333333333,0.0,0.14450567528983846,0.0,0.5,0.9213541666666667,Region × Religion
Central Asia × I do not identify with any religious group or faith,66,0.0887164051226551,0.07738095238095238,0.08571049208783686,0.0,0.2857142857142857,0.9112835948773449,Region × Religion
Northern Europe × Islam,66,0.09544928451178451,0.1015625,0.0835545064208732,0.0,0.25,0.9045507154882155,Region × Religion
Eastern Africa × I do not identify with any religious group or faith,66,0.08143939393939395,0.020833333333333336,0.118337116301616,0.0,0.33333333333333337,0.9185606060606061,Region × Religion
South-eastern Asia × Buddhism,66,0.06079165497568275,0.03819444444444445,0.06787247487466497,0.0,0.2777777777777778,0.9392083450243173,Region × Religion
South-eastern Asia × Christianity,66,0.06394034923004005,0.05238785282258064,0.06699701738815568,0.0,0.2592592592592593,0.9360596507699599,Region × Religion
Western Europe × Islam,66,0.07196969696969698,0.020833333333333336,0.10373533286082691,0.0,0.33333333333333337,0.928030303030303,Region × Religion
Central Asia × Islam,66,0.10606060606060606,0.0625,0.12435266266045052,0.0,0.5,0.8939393939393939,Region × Religion
I do not identify with any religious group or faith,64,0.07114791494674308,0.05836611305361304,0.06818066848455348,0.0,0.26666666666666666,0.9288520850532569,Region × Religion
Southern Asia × Sikhism,66,0.08491161616161615,0.057291666666666664,0.09621210049974589,0.0,0.3333333333333333,0.9150883838383839,Region × Religion
Southern Asia × Buddhism,63,0.11607142857142858,0.0,0.1736295341698941,0.0,0.5,0.8839285714285714,Region × Religion
Central Asia × Christianity,66,0.07979797979797981,0.075,0.08401940570272634,0.0,0.33333333333333337,0.9202020202020202,Region × Religion
Northern America × Buddhism,63,0.09771825396825397,0.03125,0.17147925792045923,0.0,0.5,0.902281746031746,Region × Religion
Eastern Asia × Christianity,66,0.1095328282828283,0.04166666666666667,0.12606400096701784,0.0,0.33333333333333337,0.8904671717171717,Region × Religion
