stratum,n_questions,mean_variance,median_variance,std_variance,min_variance,max_variance,consensus_score,dimension
South-eastern Asia × Islam,30,0.02727932924011356,0.0,0.060122118675065776,0.0,0.2566844919786097,0.9727206707598864,Region × Religion
Eastern Africa × Other religious group,30,0.11111111111111112,0.0,0.1480323621608248,0.0,0.33333333333333337,0.8888888888888888,Region × Religion
Western Europe × Islam,30,0.0513668430335097,0.0,0.08315683790885939,0.0,0.28571428571428564,0.9486331569664903,Region × Religion
South-eastern Asia × Christianity,30,0.02977330779054917,0.0,0.0612772135437478,0.0,0.25862068965517243,0.9702266922094508,Region × Religion
Central Asia × Christianity,30,0.0749559082892416,0.0,0.09945315175580301,0.0,0.2857142857142857,0.9250440917107584,Region × Religion
Eastern Asia × I do not identify with any religious group or faith,30,0.029471842011093218,0.0,0.047936709243662654,0.0,0.15056360708534622,0.9705281579889068,Region × Religion
Eastern Asia × Buddhism,30,0.035102513227513225,0.0,0.06997643022789503,0.0,0.26785714285714285,0.9648974867724868,Region × Religion
Southern Asia × I do not identify with any religious group or faith,30,0.0411331569664903,0.0,0.07567438994747805,0.0,0.26785714285714285,0.9588668430335097,Region × Religion
Australia and New Zealand × Islam,30,0.033888888888888885,0.0,0.07444029839200914,0.0,0.3,0.9661111111111111,Region × Religion
Christianity,28,0.0394510582010582,0.0,0.09295476104418242,0.0,0.3333333333333333,0.9605489417989418,Region × Religion
Central Asia × I do not identify with any religious group or faith,30,0.039732142857142855,0.0,0.07314501798332004,0.0,0.2857142857142857,0.9602678571428571,Region × Religion
Eastern Asia × Christianity,30,0.03064814814814815,0.0,0.07490214237780278,0.0,0.30000000000000004,0.9693518518518518,Region × Religion
Southern Europe × Islam,20,0.08125,0.0,0.17798788582372677,0.0,0.5,0.91875,Region × Religion
Southern Asia × Sikhism,30,0.029444444444444443,0.0,0.06122716253509358,0.0,0.2,0.9705555555555555,Region × Religion
Northern America × Buddhism,30,0.040972222222222215,0.0,0.10012771551164164,0.0,0.3333333333333333,0.9590277777777778,Region × Religion
Central Asia × Islam,30,0.08333333333333333,0.0,0.13437096247164249,0.0,0.33333333333333337,0.9166666666666666,Region × Religion
Australia and New Zealand × I do not identify with any religious group or faith,30,0.07500000000000001,0.0,0.13149778198382917,0.0,0.33333333333333337,0.925,Region × Religion
South-eastern Asia × Buddhism,30,0.06148148148148149,0.0,0.09508154755719461,0.0,0.30000000000000004,0.9385185185185185,Region × Religion
Southern Asia × Buddhism,30,0.06388888888888888,0.0,0.12300883236380293,0.0,0.33333333333333337,0.9361111111111111,Region × Religion
