stratum,n_questions,mean_variance,median_variance,std_variance,min_variance,max_variance,consensus_score,dimension
Western Asia × Islam,27,0.04647555804963213,0.0,0.0825589710588443,0.0,0.26515151515151514,0.9535244419503679,Region × Religion
Northern America × Buddhism,27,0.06902802273172644,0.0,0.10334657895994408,0.0,0.2857142857142857,0.9309719772682735,Region × Religion
Northern Europe × I do not identify with any religious group or faith,27,0.03269936603269936,0.0,0.06294764674053407,0.0,0.2539118065433854,0.9673006339673006,Region × Religion
Western Asia × I do not identify with any religious group or faith,27,0.05358619785362705,0.0,0.07658830034978042,0.0,0.26143790849673204,0.9464138021463729,Region × Religion
Christianity,25,0.07590123456790124,0.0,0.09241035234510064,0.0,0.2666666666666667,0.9240987654320988,Region × Religion
Northern Europe × Christianity,27,0.058335311807534034,0.0,0.07246364398892212,0.0,0.2692307692307693,0.941664688192466,Region × Religion
I do not identify with any religious group or faith,25,0.07128205128205128,0.0,0.08039986743732389,0.0,0.2692307692307693,0.9287179487179487,Region × Religion
Eastern Europe × Christianity,27,0.0692729766803841,0.0,0.1019160453486829,0.0,0.26923076923076933,0.9307270233196159,Region × Religion
Southern Europe × I do not identify with any religious group or faith,27,0.040479000242072134,0.0,0.058198693705790075,0.0,0.1948529411764706,0.9595209997579278,Region × Religion
Northern America × Hinduism,17,0.18382352941176472,0.0,0.23529411764705882,0.0,0.5,0.8161764705882353,Region × Religion
Western Europe × Christianity,27,0.04410150891632373,0.0,0.0692583918965902,0.0,0.175,0.9558984910836763,Region × Religion
Southern Europe × Christianity,27,0.05120650953984288,0.0,0.0861620723783269,0.0,0.2727272727272727,0.9487934904601572,Region × Religion
Western Europe × Buddhism,16,0.1640625,0.0,0.2284404924564601,0.0,0.5,0.8359375,Region × Religion
Eastern Africa × Islam,27,0.057245737801293356,0.0,0.08275538771498864,0.0,0.26785714285714285,0.9427542621987066,Region × Religion
Southern Asia × Buddhism,22,0.06818181818181818,0.0,0.17158714625615337,0.0,0.5,0.9318181818181819,Region × Religion
Australia and New Zealand × Christianity,27,0.10537918871252204,0.0,0.125391120010506,0.0,0.2857142857142857,0.894620811287478,Region × Religion
South-eastern Asia × Islam,27,0.038584863353381876,0.0,0.07262786841071314,0.0,0.2461538461538462,0.9614151366466182,Region × Religion
Western Europe × Islam,27,0.03944370958259847,0.0,0.07019693018133519,0.0,0.21428571428571427,0.9605562904174015,Region × Religion
Islam,25,0.14,0.0,0.1593737745050923,0.0,0.33333333333333337,0.86,Region × Religion
Northern Europe × Islam,27,0.10268632830361225,0.13611111111111113,0.08354985566316644,0.0,0.26666666666666666,0.8973136716963878,Region × Religion
Western Asia × Christianity,20,0.08125,0.0,0.17798788582372677,0.0,0.5,0.91875,Region × Religion
Southern Asia × I do not identify with any religious group or faith,27,0.03351186153473735,0.0,0.06495602160393588,0.0,0.2647058823529412,0.9664881384652626,Region × Religion
South America × Buddhism,17,0.21323529411764705,0.0,0.24164230478169094,0.0,0.5,0.7867647058823529,Region × Religion
Central Asia × Islam,27,0.10442386831275721,0.14444444444444443,0.09804985544950583,0.0,0.30000000000000004,0.8955761316872428,Region × Religion
Western Africa × Christianity,27,0.16358024691358025,0.25,0.14430456453778964,0.0,0.33333333333333337,0.8364197530864197,Region × Religion
South America × Other religious group,27,0.042438271604938266,0.0,0.09009623510753235,0.0,0.25,0.9575617283950617,Region × Religion
South-eastern Asia × I do not identify with any religious group or faith,27,0.06442901234567901,0.0,0.10591998267413492,0.0,0.2857142857142857,0.935570987654321,Region × Religion
Southern Europe × Islam,27,0.09876543209876544,0.0,0.1470509783897728,0.0,0.33333333333333337,0.9012345679012346,Region × Religion
Southern Asia × Other religious group,27,0.05555555555555555,0.0,0.10393492741038728,0.0,0.3333333333333333,0.9444444444444444,Region × Religion
Eastern Europe × Islam,21,0.09523809523809523,0.0,0.1963383631246505,0.0,0.5,0.9047619047619048,Region × Religion
Australia and New Zealand × I do not identify with any religious group or faith,27,0.0757315957933242,0.0,0.1126037508605765,0.0,0.2777777777777778,0.9242684042066758,Region × Religion
Eastern Asia × Islam,27,0.05169753086419753,0.0,0.10414666017294597,0.0,0.3333333333333333,0.9483024691358025,Region × Religion
South-eastern Asia × Christianity,27,0.048331431337967294,0.0,0.07536049842948736,0.0,0.2521008403361345,0.9516685686620328,Region × Religion
Eastern Asia × Buddhism,27,0.0860846115475745,0.09006734006734009,0.08848765877551165,0.0,0.26515151515151514,0.9139153884524255,Region × Religion
Eastern Asia × Christianity,27,0.06748971193415639,0.0,0.09363858206174581,0.0,0.30000000000000004,0.9325102880658436,Region × Religion
Central Asia × Christianity,27,0.04790809327846365,0.0,0.07742817461552394,0.0,0.2666666666666667,0.9520919067215363,Region × Religion
Eastern Asia × Other religious group,27,0.041666666666666664,0.0,0.08391004148329564,0.0,0.25,0.9583333333333334,Region × Religion
Australia and New Zealand × Islam,19,0.05263157894736842,0.0,0.15344610249592894,0.0,0.5,0.9473684210526316,Region × Religion
Central Asia × I do not identify with any religious group or faith,27,0.07142857142857141,0.0,0.11478250343871235,0.0,0.2857142857142857,0.9285714285714286,Region × Religion
Southern Asia × Sikhism,27,0.07403733098177542,0.0,0.08259846740116228,0.0,0.21428571428571427,0.9259626690182245,Region × Religion
South-eastern Asia × Buddhism,27,0.04050925925925926,0.0,0.07356596565773472,0.0,0.26785714285714285,0.9594907407407407,Region × Religion
Northern Africa × I do not identify with any religious group or faith,17,0.33088235294117646,0.5,0.23065275207879593,0.0,0.5,0.6691176470588236,Region × Religion
